Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14006_001,SE_A10030_001,SE_A10030_002,SE_A10030_003,SE_A10030_004,SE_A10030_005,SE_A10030_006,SE_A10030_007
"060750233001","Block Group 1, Census Tract 233, San Francisco County, California","ca","150","00",,,,"06","075",,,"023300","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750233001","Block Group 1",,,,,355,83,155,95,17,5,0
"060750233002","Block Group 2, Census Tract 233, San Francisco County, California","ca","150","00",,,,"06","075",,,"023300","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750233002","Block Group 2",,,,115735,926,116,466,188,114,21,21
"060750234001","Block Group 1, Census Tract 234, San Francisco County, California","ca","150","00",,,,"06","075",,,"023400","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750234001","Block Group 1",,,,,643,199,190,113,141,0,0
"060750234002","Block Group 2, Census Tract 234, San Francisco County, California","ca","150","00",,,,"06","075",,,"023400","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750234002","Block Group 2",,,,,526,69,265,92,26,59,15
"060750251001","Block Group 1, Census Tract 251, San Francisco County, California","ca","150","00",,,,"06","075",,,"025100","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750251001","Block Group 1",,,,123594,725,107,303,272,43,0,0
"060750251002","Block Group 2, Census Tract 251, San Francisco County, California","ca","150","00",,,,"06","075",,,"025100","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750251002","Block Group 2",,,,214444,268,20,170,70,8,0,0
"060750251003","Block Group 3, Census Tract 251, San Francisco County, California","ca","150","00",,,,"06","075",,,"025100","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750251003","Block Group 3",,,,138750,313,25,91,120,24,53,0
"060750252001","Block Group 1, Census Tract 252, San Francisco County, California","ca","150","00",,,,"06","075",,,"025200","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750252001","Block Group 1",,,,90368,520,108,323,89,0,0,0
"060750252002","Block Group 2, Census Tract 252, San Francisco County, California","ca","150","00",,,,"06","075",,,"025200","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750252002","Block Group 2",,,,250001,752,57,521,140,34,0,0
"060750252003","Block Group 3, Census Tract 252, San Francisco County, California","ca","150","00",,,,"06","075",,,"025200","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750252003","Block Group 3",,,,250001,659,75,322,235,27,0,0
"060750252004","Block Group 4, Census Tract 252, San Francisco County, California","ca","150","00",,,,"06","075",,,"025200","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750252004","Block Group 4",,,,,532,270,111,151,0,0,0
"060750253001","Block Group 1, Census Tract 253, San Francisco County, California","ca","150","00",,,,"06","075",,,"025300","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750253001","Block Group 1",,,,238864,328,31,204,65,28,0,0
"060750253002","Block Group 2, Census Tract 253, San Francisco County, California","ca","150","00",,,,"06","075",,,"025300","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750253002","Block Group 2",,,,180313,298,5,187,92,14,0,0
"060750253003","Block Group 3, Census Tract 253, San Francisco County, California","ca","150","00",,,,"06","075",,,"025300","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750253003","Block Group 3",,,,170688,285,31,164,71,19,0,0
"060750253004","Block Group 4, Census Tract 253, San Francisco County, California","ca","150","00",,,,"06","075",,,"025300","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750253004","Block Group 4",,,,188672,781,213,340,113,42,18,55
"060750254011","Block Group 1, Census Tract 254.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"025401","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750254011","Block Group 1",,,,118333,556,49,231,248,28,0,0
"060750254012","Block Group 2, Census Tract 254.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"025401","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750254012","Block Group 2",,,,250001,482,66,281,95,24,0,16
"060750254013","Block Group 3, Census Tract 254.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"025401","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750254013","Block Group 3",,,,153650,319,58,194,56,11,0,0
"060750254021","Block Group 1, Census Tract 254.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"025402","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750254021","Block Group 1",,,,169628,457,33,202,96,126,0,0
"060750254022","Block Group 2, Census Tract 254.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"025402","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750254022","Block Group 2",,,,188100,248,9,159,80,0,0,0
"060750254023","Block Group 3, Census Tract 254.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"025402","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750254023","Block Group 3",,,,169914,382,34,144,148,46,10,0
"060750254031","Block Group 1, Census Tract 254.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"025403","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750254031","Block Group 1",,,,171583,785,116,306,219,37,107,0
"060750254032","Block Group 2, Census Tract 254.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"025403","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750254032","Block Group 2",,,,81991,595,56,257,205,21,28,28
"060750255011","Block Group 1, Census Tract 255.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"025501","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750255011","Block Group 1",,,,112143,508,0,144,245,119,0,0
"060750255012","Block Group 2, Census Tract 255.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"025501","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750255012","Block Group 2",,,,169250,352,5,153,153,0,0,41
"060750255013","Block Group 3, Census Tract 255.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"025501","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750255013","Block Group 3",,,,,171,0,61,80,30,0,0
"060750255021","Block Group 1, Census Tract 255.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"025502","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750255021","Block Group 1",,,,173854,213,34,119,23,13,0,24
"060750255022","Block Group 2, Census Tract 255.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"025502","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750255022","Block Group 2",,,,102477,565,92,306,98,69,0,0
"060750255023","Block Group 3, Census Tract 255.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"025502","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750255023","Block Group 3",,,,238106,442,49,227,130,36,0,0
"060750256001","Block Group 1, Census Tract 256, San Francisco County, California","ca","150","00",,,,"06","075",,,"025600","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750256001","Block Group 1",,,,,454,75,152,151,59,17,0
"060750256002","Block Group 2, Census Tract 256, San Francisco County, California","ca","150","00",,,,"06","075",,,"025600","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750256002","Block Group 2",,,,,294,7,119,45,115,8,0
"060750256003","Block Group 3, Census Tract 256, San Francisco County, California","ca","150","00",,,,"06","075",,,"025600","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750256003","Block Group 3",,,,140543,353,41,67,96,27,86,36
"060750256004","Block Group 4, Census Tract 256, San Francisco County, California","ca","150","00",,,,"06","075",,,"025600","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750256004","Block Group 4",,,,108899,555,111,166,146,28,65,39
"060750257011","Block Group 1, Census Tract 257.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"025701","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750257011","Block Group 1",,,,145729,335,0,137,150,13,22,13
"060750257012","Block Group 2, Census Tract 257.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"025701","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750257012","Block Group 2",,,,124099,655,66,257,203,71,12,46
"060750257013","Block Group 3, Census Tract 257.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"025701","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750257013","Block Group 3",,,,131250,569,34,282,82,108,53,10
"060750257021","Block Group 1, Census Tract 257.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"025702","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750257021","Block Group 1",,,,85417,164,27,67,26,22,0,22
"060750257022","Block Group 2, Census Tract 257.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"025702","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750257022","Block Group 2",,,,122622,548,140,38,229,45,86,10
"060750257023","Block Group 3, Census Tract 257.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"025702","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750257023","Block Group 3",,,,99107,423,25,188,102,99,9,0
"060750258001","Block Group 1, Census Tract 258, San Francisco County, California","ca","150","00",,,,"06","075",,,"025800","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750258001","Block Group 1",,,,109583,388,56,142,138,30,0,22
"060750258002","Block Group 2, Census Tract 258, San Francisco County, California","ca","150","00",,,,"06","075",,,"025800","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750258002","Block Group 2",,,,38063,233,102,52,57,22,0,0
"060750259001","Block Group 1, Census Tract 259, San Francisco County, California","ca","150","00",,,,"06","075",,,"025900","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750259001","Block Group 1",,,,154474,614,35,165,329,67,18,0
"060750259002","Block Group 2, Census Tract 259, San Francisco County, California","ca","150","00",,,,"06","075",,,"025900","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750259002","Block Group 2",,,,150858,830,68,261,381,38,50,32
"060750260011","Block Group 1, Census Tract 260.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"026001","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750260011","Block Group 1",,,,176065,533,16,203,106,195,13,0
"060750260012","Block Group 2, Census Tract 260.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"026001","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750260012","Block Group 2",,,,91432,531,81,122,170,136,0,22
"060750260013","Block Group 3, Census Tract 260.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"026001","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750260013","Block Group 3",,,,157440,349,64,141,68,68,8,0
"060750260014","Block Group 4, Census Tract 260.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"026001","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750260014","Block Group 4",,,,98636,372,42,206,71,41,12,0
"060750260021","Block Group 1, Census Tract 260.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"026002","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750260021","Block Group 1",,,,119615,398,20,178,143,44,5,8
"060750260022","Block Group 2, Census Tract 260.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"026002","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750260022","Block Group 2",,,,111250,640,27,218,248,110,27,10
"060750260031","Block Group 1, Census Tract 260.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"026003","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750260031","Block Group 1",,,,104583,762,101,210,287,113,51,0
"060750260032","Block Group 2, Census Tract 260.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"026003","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750260032","Block Group 2",,,,95250,631,52,186,312,17,11,53
"060750260041","Block Group 1, Census Tract 260.04, San Francisco County, California","ca","150","00",,,,"06","075",,,"026004","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750260041","Block Group 1",,,,125000,730,102,320,213,30,65,0
"060750260042","Block Group 2, Census Tract 260.04, San Francisco County, California","ca","150","00",,,,"06","075",,,"026004","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750260042","Block Group 2",,,,156705,391,58,103,158,44,28,0
"060750261001","Block Group 1, Census Tract 261, San Francisco County, California","ca","150","00",,,,"06","075",,,"026100","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750261001","Block Group 1",,,,,372,110,150,77,23,0,12
"060750261002","Block Group 2, Census Tract 261, San Francisco County, California","ca","150","00",,,,"06","075",,,"026100","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750261002","Block Group 2",,,,91806,785,124,175,316,165,0,5
"060750261003","Block Group 3, Census Tract 261, San Francisco County, California","ca","150","00",,,,"06","075",,,"026100","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750261003","Block Group 3",,,,131656,417,78,120,160,59,0,0
"060750261004","Block Group 4, Census Tract 261, San Francisco County, California","ca","150","00",,,,"06","075",,,"026100","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750261004","Block Group 4",,,,163281,433,49,158,152,28,0,46
"060750262011","Block Group 1, Census Tract 262.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"026201","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750262011","Block Group 1",,,,103981,274,47,103,78,37,9,0
"060750262012","Block Group 2, Census Tract 262.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"026201","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750262012","Block Group 2",,,,154211,326,0,107,178,41,0,0
"060750262013","Block Group 3, Census Tract 262.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"026201","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750262013","Block Group 3",,,,149464,399,92,102,93,85,27,0
"060750262021","Block Group 1, Census Tract 262.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"026202","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750262021","Block Group 1",,,,143836,686,66,227,215,81,97,0
"060750262022","Block Group 2, Census Tract 262.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"026202","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750262022","Block Group 2",,,,149861,357,105,73,135,37,0,7
"060750263011","Block Group 1, Census Tract 263.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"026301","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750263011","Block Group 1",,,,113173,303,42,95,129,37,0,0
"060750263012","Block Group 2, Census Tract 263.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"026301","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750263012","Block Group 2",,,,88125,712,162,277,150,118,5,0
"060750263013","Block Group 3, Census Tract 263.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"026301","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750263013","Block Group 3",,,,129688,350,100,110,65,50,4,21
"060750263021","Block Group 1, Census Tract 263.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"026302","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750263021","Block Group 1",,,,201500,326,50,143,23,64,46,0
"060750263022","Block Group 2, Census Tract 263.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"026302","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750263022","Block Group 2",,,,128603,288,19,124,51,46,25,23
"060750263023","Block Group 3, Census Tract 263.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"026302","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750263023","Block Group 3",,,,85455,938,95,424,256,131,24,8
"060750263031","Block Group 1, Census Tract 263.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"026303","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750263031","Block Group 1",,,,128894,553,26,122,273,53,12,67
"060750263032","Block Group 2, Census Tract 263.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"026303","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750263032","Block Group 2",,,,82132,368,7,98,85,110,68,0
"060750263033","Block Group 3, Census Tract 263.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"026303","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750263033","Block Group 3",,,,,421,32,58,259,48,24,0
"060750264011","Block Group 1, Census Tract 264.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"026401","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750264011","Block Group 1",,,,93750,528,72,126,170,92,68,0
"060750264012","Block Group 2, Census Tract 264.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"026401","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750264012","Block Group 2",,,,78920,507,199,118,104,41,32,13
"060750264021","Block Group 1, Census Tract 264.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"026402","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750264021","Block Group 1",,,,122639,281,43,92,79,7,0,60
"060750264022","Block Group 2, Census Tract 264.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"026402","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750264022","Block Group 2",,,,108977,486,54,201,112,109,10,0
"060750264023","Block Group 3, Census Tract 264.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"026402","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750264023","Block Group 3",,,,209297,495,47,109,194,134,0,11
"060750264031","Block Group 1, Census Tract 264.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"026403","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750264031","Block Group 1",,,,125833,442,79,127,76,160,0,0
"060750264032","Block Group 2, Census Tract 264.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"026403","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750264032","Block Group 2",,,,70359,667,85,273,136,150,22,1
"060750264041","Block Group 1, Census Tract 264.04, San Francisco County, California","ca","150","00",,,,"06","075",,,"026404","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750264041","Block Group 1",,,,68906,424,69,132,115,77,23,8
"060750264042","Block Group 2, Census Tract 264.04, San Francisco County, California","ca","150","00",,,,"06","075",,,"026404","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750264042","Block Group 2",,,,97000,270,26,86,90,65,3,0
"060750301011","Block Group 1, Census Tract 301.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"030101","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750301011","Block Group 1",,,,157989,737,165,532,40,0,0,0
"060750301012","Block Group 2, Census Tract 301.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"030101","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750301012","Block Group 2",,,,131491,572,172,296,86,18,0,0
"060750301013","Block Group 3, Census Tract 301.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"030101","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750301013","Block Group 3",,,,127679,303,126,133,44,0,0,0
"060750301014","Block Group 4, Census Tract 301.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"030101","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750301014","Block Group 4",,,,180246,486,134,157,182,13,0,0
"060750301021","Block Group 1, Census Tract 301.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"030102","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750301021","Block Group 1",,,,227315,588,46,314,184,35,9,0
"060750301022","Block Group 2, Census Tract 301.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"030102","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750301022","Block Group 2",,,,250001,311,40,194,63,14,0,0
"060750301023","Block Group 3, Census Tract 301.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"030102","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750301023","Block Group 3",,,,126029,834,133,658,31,12,0,0
"060750301024","Block Group 4, Census Tract 301.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"030102","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750301024","Block Group 4",,,,147070,387,41,257,33,46,10,0
"060750302011","Block Group 1, Census Tract 302.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"030201","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750302011","Block Group 1",,,,96464,999,379,438,146,11,25,0
"060750302012","Block Group 2, Census Tract 302.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"030201","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750302012","Block Group 2",,,,81500,424,102,225,62,10,24,1
"060750302013","Block Group 3, Census Tract 302.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"030201","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750302013","Block Group 3",,,,182250,548,130,285,97,32,4,0
"060750302021","Block Group 1, Census Tract 302.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"030202","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750302021","Block Group 1",,,,181452,832,210,541,64,17,0,0
"060750302022","Block Group 2, Census Tract 302.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"030202","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750302022","Block Group 2",,,,132188,680,304,259,109,0,8,0
"060750302023","Block Group 3, Census Tract 302.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"030202","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750302023","Block Group 3",,,,138839,533,113,319,84,17,0,0
"060750303011","Block Group 1, Census Tract 303.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"030301","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750303011","Block Group 1",,,,186125,316,24,102,139,34,0,17
"060750303012","Block Group 2, Census Tract 303.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"030301","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750303012","Block Group 2",,,,197202,834,126,379,184,101,0,44
"060750303013","Block Group 3, Census Tract 303.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"030301","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750303013","Block Group 3",,,,202887,887,50,667,117,7,46,0
"060750303014","Block Group 4, Census Tract 303.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"030301","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750303014","Block Group 4",,,,146042,505,17,187,228,40,33,0
"060750303021","Block Group 1, Census Tract 303.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"030302","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750303021","Block Group 1",,,,135455,426,0,210,114,48,33,21
"060750303022","Block Group 2, Census Tract 303.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"030302","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750303022","Block Group 2",,,,250001,453,9,240,154,37,13,0
"060750303023","Block Group 3, Census Tract 303.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"030302","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750303023","Block Group 3",,,,166979,439,8,149,196,67,19,0
"060750304001","Block Group 1, Census Tract 304, San Francisco County, California","ca","150","00",,,,"06","075",,,"030400","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750304001","Block Group 1",,,,177917,420,14,104,232,58,0,12
"060750304002","Block Group 2, Census Tract 304, San Francisco County, California","ca","150","00",,,,"06","075",,,"030400","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750304002","Block Group 2",,,,250001,364,0,155,168,41,0,0
"060750304003","Block Group 3, Census Tract 304, San Francisco County, California","ca","150","00",,,,"06","075",,,"030400","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750304003","Block Group 3",,,,,701,15,235,390,50,11,0
"060750304004","Block Group 4, Census Tract 304, San Francisco County, California","ca","150","00",,,,"06","075",,,"030400","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750304004","Block Group 4",,,,116818,368,106,97,157,8,0,0
"060750304005","Block Group 5, Census Tract 304, San Francisco County, California","ca","150","00",,,,"06","075",,,"030400","5",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750304005","Block Group 5",,,,,340,15,195,120,10,0,0
"060750305001","Block Group 1, Census Tract 305, San Francisco County, California","ca","150","00",,,,"06","075",,,"030500","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750305001","Block Group 1",,,,167895,290,21,127,68,60,14,0
"060750305002","Block Group 2, Census Tract 305, San Francisco County, California","ca","150","00",,,,"06","075",,,"030500","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750305002","Block Group 2",,,,197452,428,24,78,173,77,24,52
"060750305003","Block Group 3, Census Tract 305, San Francisco County, California","ca","150","00",,,,"06","075",,,"030500","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750305003","Block Group 3",,,,,290,89,86,67,48,0,0
"060750306001","Block Group 1, Census Tract 306, San Francisco County, California","ca","150","00",,,,"06","075",,,"030600","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750306001","Block Group 1",,,,236667,254,6,96,129,23,0,0
"060750306002","Block Group 2, Census Tract 306, San Francisco County, California","ca","150","00",,,,"06","075",,,"030600","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750306002","Block Group 2",,,,228542,341,27,108,187,19,0,0
"060750306003","Block Group 3, Census Tract 306, San Francisco County, California","ca","150","00",,,,"06","075",,,"030600","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750306003","Block Group 3",,,,250001,308,0,104,113,75,11,5
