Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14006_001,SE_A10030_001,SE_A10030_002,SE_A10030_003,SE_A10030_004,SE_A10030_005,SE_A10030_006,SE_A10030_007
"060750180001","Block Group 1, Census Tract 180, San Francisco County, California","ca","150","00",,,,"06","075",,,"018000","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750180001","Block Group 1",,,,194688,408,107,301,0,0,0,0
"060750180002","Block Group 2, Census Tract 180, San Francisco County, California","ca","150","00",,,,"06","075",,,"018000","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750180002","Block Group 2",,,,203942,343,195,128,20,0,0,0
"060750180003","Block Group 3, Census Tract 180, San Francisco County, California","ca","150","00",,,,"06","075",,,"018000","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750180003","Block Group 3",,,,178750,455,221,234,0,0,0,0
"060750180004","Block Group 4, Census Tract 180, San Francisco County, California","ca","150","00",,,,"06","075",,,"018000","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750180004","Block Group 4",,,,250001,319,110,179,21,9,0,0
"060750201011","Block Group 1, Census Tract 201.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020101","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750201011","Block Group 1",,,,126250,878,312,471,86,9,0,0
"060750201012","Block Group 2, Census Tract 201.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020101","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750201012","Block Group 2",,,,140397,1039,523,431,0,85,0,0
"060750201021","Block Group 1, Census Tract 201.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020102","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750201021","Block Group 1",,,,95764,674,450,87,137,0,0,0
"060750201022","Block Group 2, Census Tract 201.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020102","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750201022","Block Group 2",,,,,467,172,62,198,0,0,35
"060750201023","Block Group 3, Census Tract 201.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020102","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750201023","Block Group 3",,,,,255,138,64,53,0,0,0
"060750202011","Block Group 1, Census Tract 202.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020201","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750202011","Block Group 1",,,,75440,561,356,174,20,7,4,0
"060750202012","Block Group 2, Census Tract 202.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020201","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750202012","Block Group 2",,,,239167,444,145,197,67,35,0,0
"060750202021","Block Group 1, Census Tract 202.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020202","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750202021","Block Group 1",,,,178632,763,427,288,48,0,0,0
"060750202022","Block Group 2, Census Tract 202.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020202","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750202022","Block Group 2",,,,120833,688,268,388,21,11,0,0
"060750202023","Block Group 3, Census Tract 202.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020202","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750202023","Block Group 3",,,,240370,722,390,222,59,51,0,0
"060750203001","Block Group 1, Census Tract 203, San Francisco County, California","ca","150","00",,,,"06","075",,,"020300","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750203001","Block Group 1",,,,145000,908,335,524,43,6,0,0
"060750203002","Block Group 2, Census Tract 203, San Francisco County, California","ca","150","00",,,,"06","075",,,"020300","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750203002","Block Group 2",,,,237935,691,280,353,58,0,0,0
"060750203003","Block Group 3, Census Tract 203, San Francisco County, California","ca","150","00",,,,"06","075",,,"020300","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750203003","Block Group 3",,,,143333,590,297,194,72,27,0,0
"060750204011","Block Group 1, Census Tract 204.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020401","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750204011","Block Group 1",,,,164625,527,99,260,168,0,0,0
"060750204012","Block Group 2, Census Tract 204.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020401","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750204012","Block Group 2",,,,116855,500,50,258,168,16,8,0
"060750204013","Block Group 3, Census Tract 204.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020401","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750204013","Block Group 3",,,,250001,580,120,306,82,35,37,0
"060750204021","Block Group 1, Census Tract 204.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020402","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750204021","Block Group 1",,,,158315,686,219,276,171,20,0,0
"060750204022","Block Group 2, Census Tract 204.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020402","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750204022","Block Group 2",,,,121711,672,31,411,206,24,0,0
"060750204023","Block Group 3, Census Tract 204.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020402","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750204023","Block Group 3",,,,180143,454,63,221,170,0,0,0
"060750204024","Block Group 4, Census Tract 204.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020402","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750204024","Block Group 4",,,,188454,573,82,344,88,0,59,0
"060750205001","Block Group 1, Census Tract 205, San Francisco County, California","ca","150","00",,,,"06","075",,,"020500","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750205001","Block Group 1",,,,153021,397,151,206,30,10,0,0
"060750205002","Block Group 2, Census Tract 205, San Francisco County, California","ca","150","00",,,,"06","075",,,"020500","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750205002","Block Group 2",,,,208929,414,104,214,96,0,0,0
"060750205003","Block Group 3, Census Tract 205, San Francisco County, California","ca","150","00",,,,"06","075",,,"020500","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750205003","Block Group 3",,,,250001,463,37,253,164,9,0,0
"060750206011","Block Group 1, Census Tract 206.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020601","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750206011","Block Group 1",,,,241250,477,177,200,44,56,0,0
"060750206012","Block Group 2, Census Tract 206.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020601","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750206012","Block Group 2",,,,180417,922,402,336,92,46,46,0
"060750206021","Block Group 1, Census Tract 206.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020602","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750206021","Block Group 1",,,,204276,665,217,288,143,17,0,0
"060750206022","Block Group 2, Census Tract 206.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020602","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750206022","Block Group 2",,,,203906,652,206,335,111,0,0,0
"060750207011","Block Group 1, Census Tract 207.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020701","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750207011","Block Group 1",,,,250001,486,58,377,32,0,19,0
"060750207012","Block Group 2, Census Tract 207.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020701","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750207012","Block Group 2",,,,187377,518,201,269,48,0,0,0
"060750207013","Block Group 3, Census Tract 207.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020701","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750207013","Block Group 3",,,,181201,393,142,228,13,0,10,0
"060750207021","Block Group 1, Census Tract 207.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020702","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750207021","Block Group 1",,,,106250,592,344,222,26,0,0,0
"060750207022","Block Group 2, Census Tract 207.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020702","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750207022","Block Group 2",,,,157083,512,212,261,39,0,0,0
"060750208011","Block Group 1, Census Tract 208.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020801","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750208011","Block Group 1",,,,149625,521,235,235,51,0,0,0
"060750208012","Block Group 2, Census Tract 208.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020801","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750208012","Block Group 2",,,,62021,600,227,231,127,15,0,0
"060750208013","Block Group 3, Census Tract 208.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"020801","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750208013","Block Group 3",,,,154107,398,116,164,89,29,0,0
"060750208021","Block Group 1, Census Tract 208.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020802","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750208021","Block Group 1",,,,121389,630,422,152,48,8,0,0
"060750208022","Block Group 2, Census Tract 208.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"020802","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750208022","Block Group 2",,,,90455,484,269,215,0,0,0,0
"060750209001","Block Group 1, Census Tract 209, San Francisco County, California","ca","150","00",,,,"06","075",,,"020900","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750209001","Block Group 1",,,,83611,478,217,194,46,21,0,0
"060750209002","Block Group 2, Census Tract 209, San Francisco County, California","ca","150","00",,,,"06","075",,,"020900","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750209002","Block Group 2",,,,78750,330,123,175,5,27,0,0
"060750209003","Block Group 3, Census Tract 209, San Francisco County, California","ca","150","00",,,,"06","075",,,"020900","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750209003","Block Group 3",,,,,324,117,175,32,0,0,0
"060750209004","Block Group 4, Census Tract 209, San Francisco County, California","ca","150","00",,,,"06","075",,,"020900","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750209004","Block Group 4",,,,97117,425,151,250,24,0,0,0
"060750210001","Block Group 1, Census Tract 210, San Francisco County, California","ca","150","00",,,,"06","075",,,"021000","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750210001","Block Group 1",,,,180795,538,127,228,125,0,0,58
"060750210002","Block Group 2, Census Tract 210, San Francisco County, California","ca","150","00",,,,"06","075",,,"021000","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750210002","Block Group 2",,,,124301,382,118,246,18,0,0,0
"060750210003","Block Group 3, Census Tract 210, San Francisco County, California","ca","150","00",,,,"06","075",,,"021000","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750210003","Block Group 3",,,,157368,588,257,217,114,0,0,0
"060750210004","Block Group 4, Census Tract 210, San Francisco County, California","ca","150","00",,,,"06","075",,,"021000","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750210004","Block Group 4",,,,,250,132,92,11,15,0,0
"060750211001","Block Group 1, Census Tract 211, San Francisco County, California","ca","150","00",,,,"06","075",,,"021100","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750211001","Block Group 1",,,,250001,589,48,339,153,35,14,0
"060750211002","Block Group 2, Census Tract 211, San Francisco County, California","ca","150","00",,,,"06","075",,,"021100","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750211002","Block Group 2",,,,147196,609,212,318,69,10,0,0
"060750211003","Block Group 3, Census Tract 211, San Francisco County, California","ca","150","00",,,,"06","075",,,"021100","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750211003","Block Group 3",,,,250001,391,87,183,96,25,0,0
"060750211004","Block Group 4, Census Tract 211, San Francisco County, California","ca","150","00",,,,"06","075",,,"021100","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750211004","Block Group 4",,,,247778,432,83,238,102,9,0,0
"060750212001","Block Group 1, Census Tract 212, San Francisco County, California","ca","150","00",,,,"06","075",,,"021200","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750212001","Block Group 1",,,,197875,453,84,212,134,23,0,0
"060750212002","Block Group 2, Census Tract 212, San Francisco County, California","ca","150","00",,,,"06","075",,,"021200","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750212002","Block Group 2",,,,152583,577,70,404,85,8,10,0
"060750212003","Block Group 3, Census Tract 212, San Francisco County, California","ca","150","00",,,,"06","075",,,"021200","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750212003","Block Group 3",,,,240000,394,89,206,99,0,0,0
"060750213001","Block Group 1, Census Tract 213, San Francisco County, California","ca","150","00",,,,"06","075",,,"021300","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750213001","Block Group 1",,,,250001,498,70,227,148,41,12,0
"060750213002","Block Group 2, Census Tract 213, San Francisco County, California","ca","150","00",,,,"06","075",,,"021300","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750213002","Block Group 2",,,,204044,714,32,398,214,70,0,0
"060750214001","Block Group 1, Census Tract 214, San Francisco County, California","ca","150","00",,,,"06","075",,,"021400","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750214001","Block Group 1",,,,245227,420,72,253,95,0,0,0
"060750214002","Block Group 2, Census Tract 214, San Francisco County, California","ca","150","00",,,,"06","075",,,"021400","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750214002","Block Group 2",,,,177206,696,102,488,97,9,0,0
"060750214003","Block Group 3, Census Tract 214, San Francisco County, California","ca","150","00",,,,"06","075",,,"021400","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750214003","Block Group 3",,,,238000,600,143,331,117,9,0,0
"060750215001","Block Group 1, Census Tract 215, San Francisco County, California","ca","150","00",,,,"06","075",,,"021500","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750215001","Block Group 1",,,,191346,562,56,321,142,11,0,32
"060750215002","Block Group 2, Census Tract 215, San Francisco County, California","ca","150","00",,,,"06","075",,,"021500","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750215002","Block Group 2",,,,152303,772,91,469,164,16,32,0
"060750215003","Block Group 3, Census Tract 215, San Francisco County, California","ca","150","00",,,,"06","075",,,"021500","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750215003","Block Group 3",,,,,262,32,151,59,0,0,20
"060750215004","Block Group 4, Census Tract 215, San Francisco County, California","ca","150","00",,,,"06","075",,,"021500","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750215004","Block Group 4",,,,183184,385,16,172,161,36,0,0
"060750215005","Block Group 5, Census Tract 215, San Francisco County, California","ca","150","00",,,,"06","075",,,"021500","5",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750215005","Block Group 5",,,,250001,532,22,400,110,0,0,0
"060750216001","Block Group 1, Census Tract 216, San Francisco County, California","ca","150","00",,,,"06","075",,,"021600","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750216001","Block Group 1",,,,250001,929,138,390,380,21,0,0
"060750216002","Block Group 2, Census Tract 216, San Francisco County, California","ca","150","00",,,,"06","075",,,"021600","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750216002","Block Group 2",,,,196875,825,95,463,184,48,35,0
"060750216003","Block Group 3, Census Tract 216, San Francisco County, California","ca","150","00",,,,"06","075",,,"021600","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750216003","Block Group 3",,,,,357,104,157,96,0,0,0
"060750217001","Block Group 1, Census Tract 217, San Francisco County, California","ca","150","00",,,,"06","075",,,"021700","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750217001","Block Group 1",,,,130938,548,10,321,190,27,0,0
"060750217002","Block Group 2, Census Tract 217, San Francisco County, California","ca","150","00",,,,"06","075",,,"021700","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750217002","Block Group 2",,,,178929,640,16,369,203,37,15,0
"060750217003","Block Group 3, Census Tract 217, San Francisco County, California","ca","150","00",,,,"06","075",,,"021700","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750217003","Block Group 3",,,,117034,610,49,347,147,59,0,8
"060750218001","Block Group 1, Census Tract 218, San Francisco County, California","ca","150","00",,,,"06","075",,,"021800","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750218001","Block Group 1",,,,181833,524,55,245,168,56,0,0
"060750218002","Block Group 2, Census Tract 218, San Francisco County, California","ca","150","00",,,,"06","075",,,"021800","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750218002","Block Group 2",,,,250001,449,44,281,107,11,6,0
"060750218003","Block Group 3, Census Tract 218, San Francisco County, California","ca","150","00",,,,"06","075",,,"021800","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750218003","Block Group 3",,,,250001,389,16,239,134,0,0,0
"060750218004","Block Group 4, Census Tract 218, San Francisco County, California","ca","150","00",,,,"06","075",,,"021800","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750218004","Block Group 4",,,,250001,415,56,177,167,15,0,0
"060750226001","Block Group 1, Census Tract 226, San Francisco County, California","ca","150","00",,,,"06","075",,,"022600","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750226001","Block Group 1",,,,241250,1318,348,700,262,8,0,0
"060750226002","Block Group 2, Census Tract 226, San Francisco County, California","ca","150","00",,,,"06","075",,,"022600","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750226002","Block Group 2",,,,250001,867,247,511,92,17,0,0
"060750227021","Block Group 1, Census Tract 227.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"022702","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750227021","Block Group 1",,,,250001,624,75,448,81,20,0,0
"060750227022","Block Group 2, Census Tract 227.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"022702","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750227022","Block Group 2",,,,250001,377,58,226,70,23,0,0
"060750227041","Block Group 1, Census Tract 227.04, San Francisco County, California","ca","150","00",,,,"06","075",,,"022704","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750227041","Block Group 1",,,,250001,854,157,511,164,14,8,0
"060750227042","Block Group 2, Census Tract 227.04, San Francisco County, California","ca","150","00",,,,"06","075",,,"022704","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750227042","Block Group 2",,,,250001,498,26,260,166,11,10,25
"060750227043","Block Group 3, Census Tract 227.04, San Francisco County, California","ca","150","00",,,,"06","075",,,"022704","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750227043","Block Group 3",,,,217931,470,0,329,114,18,9,0
"060750228011","Block Group 1, Census Tract 228.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"022801","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750228011","Block Group 1",,,,106172,725,157,446,103,19,0,0
"060750228012","Block Group 2, Census Tract 228.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"022801","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750228012","Block Group 2",,,,188083,679,131,406,98,44,0,0
"060750228013","Block Group 3, Census Tract 228.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"022801","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750228013","Block Group 3",,,,,491,84,225,154,28,0,0
"060750228021","Block Group 1, Census Tract 228.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"022802","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750228021","Block Group 1",,,,150536,303,89,115,72,27,0,0
"060750228022","Block Group 2, Census Tract 228.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"022802","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750228022","Block Group 2",,,,123611,448,100,283,61,4,0,0
"060750228031","Block Group 1, Census Tract 228.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"022803","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750228031","Block Group 1",,,,157977,803,274,307,151,54,17,0
"060750228032","Block Group 2, Census Tract 228.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"022803","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750228032","Block Group 2",,,,193456,285,66,167,45,7,0,0
"060750228033","Block Group 3, Census Tract 228.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"022803","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750228033","Block Group 3",,,,157287,334,42,174,95,23,0,0
"060750229011","Block Group 1, Census Tract 229.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"022901","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750229011","Block Group 1",,,,133424,475,128,279,68,0,0,0
"060750229012","Block Group 2, Census Tract 229.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"022901","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750229012","Block Group 2",,,,90714,582,185,244,117,36,0,0
"060750229013","Block Group 3, Census Tract 229.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"022901","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750229013","Block Group 3",,,,63036,351,89,205,57,0,0,0
"060750229021","Block Group 1, Census Tract 229.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"022902","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750229021","Block Group 1",,,,230761,378,102,191,76,9,0,0
"060750229022","Block Group 2, Census Tract 229.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"022902","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750229022","Block Group 2",,,,198750,349,58,179,97,15,0,0
"060750229031","Block Group 1, Census Tract 229.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"022903","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750229031","Block Group 1",,,,225777,525,85,270,83,87,0,0
"060750229032","Block Group 2, Census Tract 229.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"022903","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750229032","Block Group 2",,,,250001,256,51,139,61,0,5,0
"060750229033","Block Group 3, Census Tract 229.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"022903","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750229033","Block Group 3",,,,190216,277,23,190,37,21,6,0
"060750230011","Block Group 1, Census Tract 230.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"023001","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750230011","Block Group 1",,,,125500,430,35,17,201,69,66,42
"060750230012","Block Group 2, Census Tract 230.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"023001","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750230012","Block Group 2",,,,145263,354,0,141,146,67,0,0
"060750230013","Block Group 3, Census Tract 230.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"023001","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750230013","Block Group 3",,,,145313,535,0,271,253,0,0,11
"060750230031","Block Group 1, Census Tract 230.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"023003","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750230031","Block Group 1",,,,95871,267,25,150,38,10,44,0
"060750230032","Block Group 2, Census Tract 230.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"023003","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750230032","Block Group 2",,,,,413,91,65,164,51,14,28
"060750230033","Block Group 3, Census Tract 230.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"023003","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750230033","Block Group 3",,,,154516,526,79,195,123,115,0,14
"060750231021","Block Group 1, Census Tract 231.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"023102","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750231021","Block Group 1",,,,57793,679,198,251,148,82,0,0
"060750231022","Block Group 2, Census Tract 231.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"023102","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750231022","Block Group 2",,,,,449,106,218,98,27,0,0
"060750231031","Block Group 1, Census Tract 231.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"023103","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750231031","Block Group 1",,,,27708,619,190,373,56,0,0,0
"060750231032","Block Group 2, Census Tract 231.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"023103","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750231032","Block Group 2",,,,30316,899,176,587,136,0,0,0
"060750232001","Block Group 1, Census Tract 232, San Francisco County, California","ca","150","00",,,,"06","075",,,"023200","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750232001","Block Group 1",,,,123167,514,19,99,209,180,7,0
"060750232002","Block Group 2, Census Tract 232, San Francisco County, California","ca","150","00",,,,"06","075",,,"023200","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750232002","Block Group 2",,,,61458,378,11,259,14,94,0,0
"060750232003","Block Group 3, Census Tract 232, San Francisco County, California","ca","150","00",,,,"06","075",,,"023200","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750232003","Block Group 3",,,,197375,261,19,125,62,33,0,22
