Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14006_001,SE_A10030_001,SE_A10030_002,SE_A10030_003,SE_A10030_004,SE_A10030_005,SE_A10030_006,SE_A10030_007,PCT_SE_A10030_002,PCT_SE_A10030_003,PCT_SE_A10030_004,PCT_SE_A10030_005,PCT_SE_A10030_006,PCT_SE_A10030_007
"06075010101","Census Tract 101.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"010101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010101","Census Tract 101.01",,,,101974,1212,459,651,102,0,0,0,37.87,53.71,8.42,0,0,0
"06075010102","Census Tract 101.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"010102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010102","Census Tract 101.02",,,,108417,907,303,446,148,10,0,0,33.41,49.17,16.32,1.1,0,0
"06075010201","Census Tract 102.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"010201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010201","Census Tract 102.01",,,,160221,1375,452,614,214,95,0,0,32.87,44.65,15.56,6.91,0,0
"06075010202","Census Tract 102.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"010202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010202","Census Tract 102.02",,,,206484,1091,206,697,158,0,30,0,18.88,63.89,14.48,0,2.75,0
"06075010300","Census Tract 103, San Francisco County, California","ca","140","00",,,,"06","075",,,"010300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010300","Census Tract 103",,,,158973,2143,500,1214,366,63,0,0,23.33,56.65,17.08,2.94,0,0
"06075010401","Census Tract 104.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"010401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010401","Census Tract 104.01",,,,207500,944,271,403,246,11,0,13,28.71,42.69,26.06,1.17,0,1.38
"06075010402","Census Tract 104.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"010402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010402","Census Tract 104.02",,,,158500,1202,419,483,150,98,52,0,34.86,40.18,12.48,8.15,4.33,0
"06075010500","Census Tract 105, San Francisco County, California","ca","140","00",,,,"06","075",,,"010500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010500","Census Tract 105",,,,171667,1738,652,1009,66,0,11,0,37.51,58.06,3.8,0,0.63,0
"06075010600","Census Tract 106, San Francisco County, California","ca","140","00",,,,"06","075",,,"010600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010600","Census Tract 106",,,,86111,1836,1189,533,108,6,0,0,64.76,29.03,5.88,0.33,0,0
"06075010701","Census Tract 107.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"010701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010701","Census Tract 107.01",,,,27531,1834,1547,260,27,0,0,0,84.35,14.18,1.47,0,0,0
"06075010702","Census Tract 107.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"010702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010702","Census Tract 107.02",,,,80472,674,311,280,83,0,0,0,46.14,41.54,12.31,0,0,0
"06075010800","Census Tract 108, San Francisco County, California","ca","140","00",,,,"06","075",,,"010800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010800","Census Tract 108",,,,150298,2382,684,1203,423,72,0,0,28.72,50.5,17.76,3.02,0,0
"06075010901","Census Tract 109.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"010901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010901","Census Tract 109.01",,,,190139,1071,400,481,136,54,0,0,37.35,44.91,12.7,5.04,0,0
"06075010902","Census Tract 109.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"010902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075010902","Census Tract 109.02",,,,141591,1452,889,436,111,16,0,0,61.23,30.03,7.64,1.1,0,0
"06075011001","Census Tract 110.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"011001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011001","Census Tract 110.01",,,,117750,1405,714,499,148,44,0,0,50.82,35.52,10.53,3.13,0,0
"06075011002","Census Tract 110.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"011002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011002","Census Tract 110.02",,,,155575,1129,382,648,99,0,0,0,33.84,57.4,8.77,0,0,0
"06075011101","Census Tract 111.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"011101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011101","Census Tract 111.01",,,,112418,1473,798,590,85,0,0,0,54.18,40.05,5.77,0,0,0
"06075011102","Census Tract 111.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"011102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011102","Census Tract 111.02",,,,101976,1312,951,344,17,0,0,0,72.48,26.22,1.3,0,0,0
"06075011200","Census Tract 112, San Francisco County, California","ca","140","00",,,,"06","075",,,"011200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011200","Census Tract 112",,,,118347,1633,927,560,136,10,0,0,56.77,34.29,8.33,0.61,0,0
"06075011300","Census Tract 113, San Francisco County, California","ca","140","00",,,,"06","075",,,"011300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011300","Census Tract 113",,,,35507,1333,854,422,49,8,0,0,64.07,31.66,3.68,0.6,0,0
"06075011700","Census Tract 117, San Francisco County, California","ca","140","00",,,,"06","075",,,"011700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011700","Census Tract 117",,,,51964,1111,830,248,16,0,17,0,74.71,22.32,1.44,0,1.53,0
"06075011800","Census Tract 118, San Francisco County, California","ca","140","00",,,,"06","075",,,"011800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011800","Census Tract 118",,,,43833,716,533,151,23,9,0,0,74.44,21.09,3.21,1.26,0,0
"06075011901","Census Tract 119.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"011901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011901","Census Tract 119.01",,,,101827,1217,796,398,11,12,0,0,65.41,32.7,0.9,0.99,0,0
"06075011902","Census Tract 119.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"011902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075011902","Census Tract 119.02",,,,77241,1678,1152,384,130,12,0,0,68.65,22.88,7.75,0.72,0,0
"06075012001","Census Tract 120.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012001","Census Tract 120.01",,,,91040,1004,602,260,12,130,0,0,59.96,25.9,1.2,12.95,0,0
"06075012002","Census Tract 120.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012002","Census Tract 120.02",,,,71619,1359,874,465,20,0,0,0,64.31,34.22,1.47,0,0,0
"06075012100","Census Tract 121, San Francisco County, California","ca","140","00",,,,"06","075",,,"012100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012100","Census Tract 121",,,,92059,2080,1535,545,0,0,0,0,73.8,26.2,0,0,0,0
"06075012202","Census Tract 122.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012202","Census Tract 122.02",,,,54650,1488,1054,414,20,0,0,0,70.83,27.82,1.34,0,0,0
"06075012203","Census Tract 122.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"012203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012203","Census Tract 122.03",,,,22982,1081,876,164,41,0,0,0,81.04,15.17,3.79,0,0,0
"06075012204","Census Tract 122.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"012204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012204","Census Tract 122.04",,,,65217,1566,1232,303,21,0,0,10,78.67,19.35,1.34,0,0,0.64
"06075012301","Census Tract 123.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012301","Census Tract 123.01",,,,24284,1311,1161,139,11,0,0,0,88.56,10.6,0.84,0,0,0
"06075012302","Census Tract 123.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012302","Census Tract 123.02",,,,55741,1886,1606,188,62,0,0,30,85.15,9.97,3.29,0,0,1.59
"06075012403","Census Tract 124.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"012403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012403","Census Tract 124.03",,,,46185,1181,833,285,63,0,0,0,70.53,24.13,5.33,0,0,0
"06075012404","Census Tract 124.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"012404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012404","Census Tract 124.04",,,,35074,1499,1182,236,32,22,0,27,78.85,15.74,2.13,1.47,0,1.8
"06075012405","Census Tract 124.05, San Francisco County, California","ca","140","00",,,,"06","075",,,"012405",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012405","Census Tract 124.05",,,,107311,2513,1714,670,95,34,0,0,68.21,26.66,3.78,1.35,0,0
"06075012406","Census Tract 124.06, San Francisco County, California","ca","140","00",,,,"06","075",,,"012406",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012406","Census Tract 124.06",,,,26132,947,719,214,14,0,0,0,75.92,22.6,1.48,0,0,0
"06075012502","Census Tract 125.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012502","Census Tract 125.02",,,,19128,2270,1898,237,89,46,0,0,83.61,10.44,3.92,2.03,0,0
"06075012503","Census Tract 125.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"012503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012503","Census Tract 125.03",,,,47301,2205,1658,456,0,91,0,0,75.19,20.68,0,4.13,0,0
"06075012504","Census Tract 125.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"012504",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012504","Census Tract 125.04",,,,22639,333,252,4,51,26,0,0,75.68,1.2,15.32,7.81,0,0
"06075012601","Census Tract 126.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012601","Census Tract 126.01",,,,176750,1291,417,662,193,19,0,0,32.3,51.28,14.95,1.47,0,0
"06075012602","Census Tract 126.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012602","Census Tract 126.02",,,,237917,1425,342,736,215,121,0,11,24,51.65,15.09,8.49,0,0.77
"06075012700","Census Tract 127, San Francisco County, California","ca","140","00",,,,"06","075",,,"012700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012700","Census Tract 127",,,,250001,2074,270,1308,462,10,0,24,13.02,63.07,22.28,0.48,0,1.16
"06075012801","Census Tract 128.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012801","Census Tract 128.01",,,,236553,1210,333,582,198,45,52,0,27.52,48.1,16.36,3.72,4.3,0
"06075012802","Census Tract 128.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012802","Census Tract 128.02",,,,250001,935,191,537,159,10,38,0,20.43,57.43,17.01,1.07,4.06,0
"06075012901","Census Tract 129.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012901","Census Tract 129.01",,,,231841,1454,326,962,152,6,0,8,22.42,66.16,10.45,0.41,0,0.55
"06075012902","Census Tract 129.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012902","Census Tract 129.02",,,,210921,1700,488,898,180,134,0,0,28.71,52.82,10.59,7.88,0,0
"06075013001","Census Tract 130.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"013001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013001","Census Tract 130.01",,,,127031,863,202,426,235,0,0,0,23.41,49.36,27.23,0,0,0
"06075013002","Census Tract 130.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"013002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013002","Census Tract 130.02",,,,238008,1253,380,629,201,43,0,0,30.33,50.2,16.04,3.43,0,0
"06075013101","Census Tract 131.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"013101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013101","Census Tract 131.01",,,,206518,2343,589,1471,240,29,0,14,25.14,62.78,10.24,1.24,0,0.6
"06075013102","Census Tract 131.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"013102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013102","Census Tract 131.02",,,,250001,1565,402,910,186,49,18,0,25.69,58.15,11.88,3.13,1.15,0
