Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14006_001,SE_A10030_001,SE_A10030_002,SE_A10030_003,SE_A10030_004,SE_A10030_005,SE_A10030_006,SE_A10030_007,PCT_SE_A10030_002,PCT_SE_A10030_003,PCT_SE_A10030_004,PCT_SE_A10030_005,PCT_SE_A10030_006,PCT_SE_A10030_007
"06075061101","Census Tract 611.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"061101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061101","Census Tract 611.01",,,,17569,935,685,236,14,0,0,0,73.26,25.24,1.5,0,0,0
"06075061102","Census Tract 611.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"061102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061102","Census Tract 611.02",,,,42558,917,692,159,54,12,0,0,75.46,17.34,5.89,1.31,0,0
"06075061200","Census Tract 612, San Francisco County, California","ca","140","00",,,,"06","075",,,"061200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061200","Census Tract 612",,,,117132,1153,175,484,210,232,52,0,15.18,41.98,18.21,20.12,4.51,0
"06075061401","Census Tract 614.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"061401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061401","Census Tract 614.01",,,,143665,1459,340,696,342,49,32,0,23.3,47.7,23.44,3.36,2.19,0
"06075061402","Census Tract 614.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"061402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061402","Census Tract 614.02",,,,218125,1189,89,822,164,114,0,0,7.49,69.13,13.79,9.59,0,0
"06075061501","Census Tract 615.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"061501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061501","Census Tract 615.01",,,,230332,1195,271,776,59,89,0,0,22.68,64.94,4.94,7.45,0,0
"06075061502","Census Tract 615.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"061502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061502","Census Tract 615.02",,,,119524,1409,609,687,92,21,0,0,43.22,48.76,6.53,1.49,0,0
"06075061503","Census Tract 615.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"061503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061503","Census Tract 615.03",,,,187067,1998,1012,785,0,105,55,41,50.65,39.29,0,5.26,2.75,2.05
"06075061504","Census Tract 615.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"061504",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061504","Census Tract 615.04",,,,249539,1179,387,698,94,0,0,0,32.82,59.2,7.97,0,0,0
"06075061505","Census Tract 615.05, San Francisco County, California","ca","140","00",,,,"06","075",,,"061505",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061505","Census Tract 615.05",,,,250001,529,45,365,77,15,27,0,8.51,69,14.56,2.84,5.1,0
"06075061506","Census Tract 615.06, San Francisco County, California","ca","140","00",,,,"06","075",,,"061506",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061506","Census Tract 615.06",,,,250001,2762,552,1894,300,0,0,16,19.99,68.57,10.86,0,0,0.58
"06075061507","Census Tract 615.07, San Francisco County, California","ca","140","00",,,,"06","075",,,"061507",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061507","Census Tract 615.07",,,,167785,771,438,313,10,10,0,0,56.81,40.6,1.3,1.3,0,0
"06075061508","Census Tract 615.08, San Francisco County, California","ca","140","00",,,,"06","075",,,"061508",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061508","Census Tract 615.08",,,,177806,1117,532,486,96,3,0,0,47.63,43.51,8.59,0.27,0,0
"06075980200","Census Tract 9802, San Francisco County, California","ca","140","00",,,,"06","075",,,"980200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075980200","Census Tract 9802",,,,,0,0,0,0,0,0,0,,,,,,
"06075980300","Census Tract 9803, San Francisco County, California","ca","140","00",,,,"06","075",,,"980300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075980300","Census Tract 9803",,,,104333,40,24,12,4,0,0,0,60,30,10,0,0,0
"06075980401","Census Tract 9804.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"980401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075980401","Census Tract 9804.01",,,,,0,0,0,0,0,0,0,,,,,,
"06075980501","Census Tract 9805.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"980501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075980501","Census Tract 9805.01",,,,13569,123,115,4,0,4,0,0,93.5,3.25,0,3.25,0,0
"06075980600","Census Tract 9806, San Francisco County, California","ca","140","00",,,,"06","075",,,"980600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075980600","Census Tract 9806",,,,142321,573,35,325,181,26,6,0,6.11,56.72,31.59,4.54,1.05,0
"06075980900","Census Tract 9809, San Francisco County, California","ca","140","00",,,,"06","075",,,"980900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075980900","Census Tract 9809",,,,53800,180,3,149,28,0,0,0,1.67,82.78,15.56,0,0,0
"06075990100","Census Tract 9901, San Francisco County, California","ca","140","00",,,,"06","075",,,"990100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075990100","Census Tract 9901",,,,,0,0,0,0,0,0,0,,,,,,
"06075990200","Census Tract 9902, San Francisco County, California","ca","140","00",,,,"06","075",,,"990200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075990200","Census Tract 9902",,,,,0,0,0,0,0,0,0,,,,,,
