Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Supervisor District 2012,Latitude,Longitude,Point,Neighborhoods,ESNCAG - Boundary File,Central Market/Tenderloin Boundary Polygon - Updated,Civic Center Harm Reduction Project Boundary,HSOC Zones as of 2018-06-05,Invest In Neighborhoods (IIN) Areas,Current Supervisor Districts,Current Police Districts
2024/01/29 03:00:00 PM,2024/01/29,03:00 PM,2024,Monday,2024/01/29 05:29:00 PM,136031306362,1360313,240064771,240292477.0,II,Initial,,6362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Cite or Arrest Adult,POWELL ST \ OFARRELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/01/31 03:30:00 PM,2024/01/31,03:30 PM,2024,Wednesday,2024/02/01 05:19:00 PM,136113506243,1361135,240071732,240322411.0,II,Initial,,6243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,31ST AVE \ QUINTARA ST,23397000.0,Taraval,Sunset/Parkside,4.0,4.0,37.748077392578125,-122.48893737792967,POINT (-122.48893737792969 37.748077392578125),40.0,,,,,,7.0,10.0
2024/01/29 04:52:00 PM,2024/01/29,04:52 PM,2024,Monday,2024/01/29 04:52:00 PM,136027219057,1360272,240061971,240292435.0,IS,Initial Supplement,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Cite or Arrest Adult,NEWHALL ST \ OAKDALE AVE,20667000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.73566055297852,-122.3922119140625,POINT (-122.3922119140625 37.735660552978516),86.0,,,,,,9.0,2.0
2024/01/29 04:52:00 PM,2024/01/29,04:52 PM,2024,Monday,2024/01/29 04:52:00 PM,136027212100,1360272,240061971,240292435.0,IS,Initial Supplement,,12100,Weapons Carrying Etc,Weapons Offense,"Firearm, Possession of Loaded",Cite or Arrest Adult,NEWHALL ST \ OAKDALE AVE,20667000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.73566055297852,-122.3922119140625,POINT (-122.3922119140625 37.735660552978516),86.0,,,,,,9.0,2.0
2024/01/19 06:00:00 PM,2024/01/19,06:00 PM,2024,Friday,2024/01/29 01:00:00 PM,136022806241,1360228,240063905,240291693.0,II,Initial,,6241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Open or Active,GILMAN AVE \ INGALLS ST,20443000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.7203483581543,-122.3918685913086,POINT (-122.3918685913086 37.7203483581543),88.0,,,,,,9.0,2.0
2024/01/30 03:07:00 PM,2024/01/30,03:07 PM,2024,Tuesday,2024/01/30 03:07:00 PM,136053712173,1360537,240064618,240302046.0,IS,Initial Supplement,,12173,Weapons Carrying Etc,Weapons Offense,"Ammunition, Poss. By Prohibited Person",Cite or Arrest Adult,EDDY ST \ HYDE ST,25138000.0,Tenderloin,Tenderloin,5.0,6.0,37.78351593017578,-122.41588592529295,POINT (-122.41588592529297 37.78351593017578),20.0,,1.0,1.0,,,10.0,5.0
2024/01/30 03:07:00 PM,2024/01/30,03:07 PM,2024,Tuesday,2024/01/30 03:07:00 PM,136053704083,1360537,240064618,240302046.0,IS,Initial Supplement,,4083,Assault,Aggravated Assault,"Firearm, Discharging in Grossly Negligent Manner",Cite or Arrest Adult,EDDY ST \ HYDE ST,25138000.0,Tenderloin,Tenderloin,5.0,6.0,37.78351593017578,-122.41588592529295,POINT (-122.41588592529297 37.78351593017578),20.0,,1.0,1.0,,,10.0,5.0
2024/01/29 04:35:00 PM,2024/01/29,04:35 PM,2024,Monday,2024/01/31 07:42:00 AM,136096306244,1360963,246011940,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,POLK ST \ EDDY ST,25176000.0,Northern,Tenderloin,5.0,6.0,37.78310012817383,-122.41918182373048,POINT (-122.41918182373047 37.78310012817383),20.0,,1.0,1.0,,,10.0,4.0
2024/01/31 07:00:00 AM,2024/01/31,07:00 AM,2024,Wednesday,2024/02/01 11:03:00 AM,136103171013,1361031,240070671,240321136.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,LEAVENWORTH ST \ TURK ST,24934000.0,Tenderloin,Tenderloin,5.0,6.0,37.78279495239258,-122.41405487060548,POINT (-122.41405487060547 37.78279495239258),20.0,,1.0,1.0,1.0,,10.0,5.0
2024/01/30 03:07:00 PM,2024/01/30,03:07 PM,2024,Tuesday,2024/01/30 03:07:00 PM,136053712080,1360537,240064618,240302046.0,IS,Initial Supplement,,12080,Weapons Carrying Etc,Weapons Offense,"Firearm, Possession By Prohibited Person",Cite or Arrest Adult,EDDY ST \ HYDE ST,25138000.0,Tenderloin,Tenderloin,5.0,6.0,37.78351593017578,-122.41588592529295,POINT (-122.41588592529297 37.78351593017578),20.0,,1.0,1.0,,,10.0,5.0
2024/01/23 04:44:00 PM,2024/01/23,04:44 PM,2024,Tuesday,2024/01/29 12:02:00 PM,136051406363,1360514,246011310,,II,Coplogic Initial,True,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Open or Active,GEARY BLVD \ 42ND AVE \ POINT LOBOS AVE,27917000.0,Richmond,Outer Richmond,1.0,1.0,37.77960968017578,-122.5029754638672,POINT (-122.50297546386719 37.77960968017578),6.0,,,,,,4.0,8.0
2024/01/31 06:00:00 PM,2024/01/31,06:00 PM,2024,Wednesday,2024/01/31 07:30:00 PM,136085106113,1360851,240069561,240312727.0,II,Initial,,6113,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $200-$950",Unfounded,EDDY ST \ JONES ST,24929000.0,Tenderloin,Tenderloin,5.0,6.0,37.78393173217773,-122.41259765625,POINT (-122.41259765625 37.783931732177734),20.0,,1.0,1.0,,,10.0,5.0
2024/01/31 06:00:00 PM,2024/01/31,06:00 PM,2024,Wednesday,2024/02/01 05:35:00 PM,136112706224,1361127,240071782,240327490.0,II,Initial,,6224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,28TH AVE \ GEARY BLVD,27558000.0,Richmond,Outer Richmond,1.0,1.0,37.77994537353516,-122.48794555664062,POINT (-122.48794555664062 37.779945373535156),8.0,,,,,,4.0,8.0
2024/02/02 03:18:00 PM,2024/02/02,03:18 PM,2024,Friday,2024/02/02 05:39:00 PM,136142106364,1361421,240074009,240332203.0,II,Initial,,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Cite or Arrest Adult,STOCKTON ST \ GEARY ST,24901000.0,Central,Financial District/South Beach,3.0,3.0,37.78756713867188,-122.4065933227539,POINT (-122.4065933227539 37.787567138671875),19.0,,,,,,3.0,6.0
2024/02/02 05:06:00 PM,2024/02/02,05:06 PM,2024,Friday,2024/02/02 05:07:00 PM,136140619090,1361406,240009517,240332442.0,IS,Initial Supplement,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,18TH ST \ MISSION ST,24149000.0,Mission,Mission,9.0,9.0,37.761837005615234,-122.41935729980467,POINT (-122.41935729980469 37.761837005615234),53.0,,,,3.0,,2.0,3.0
2024/01/26 03:00:00 PM,2024/01/26,03:00 PM,2024,Friday,2024/02/02 03:33:00 AM,136123106372,1361231,240072508,240330251.0,II,Initial,,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,TURK ST \ JONES ST,24923000.0,Tenderloin,Tenderloin,5.0,6.0,37.78300476074219,-122.41241455078124,POINT (-122.41241455078125 37.78300476074219),20.0,,1.0,1.0,1.0,,10.0,5.0
2024/02/01 05:55:00 PM,2024/02/01,05:55 PM,2024,Thursday,2024/02/01 06:17:00 PM,136143804134,1361438,240071873,240322574.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,BAY SHORE BLVD \ LELAND AVE,20313000.0,Ingleside,Bayview Hunters Point,10.0,10.0,37.71118927001953,-122.40364837646484,POINT (-122.40364837646484 37.71118927001953),89.0,,,,,,9.0,9.0
2024/09/19 03:28:00 PM,2024/09/19,03:28 PM,2024,Thursday,2024/09/19 03:42:00 PM,142538304013,1425383,240590099,242632108.0,II,Initial,,4013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,GEARY ST \ LARKIN ST,25170000.0,Northern,Tenderloin,3.0,6.0,37.78610229492188,-122.4180908203125,POINT (-122.4180908203125 37.786102294921875),20.0,,,,,,10.0,6.0
2024/09/19 03:05:00 PM,2024/09/19,03:05 PM,2024,Thursday,2024/09/19 04:10:00 PM,142534806362,1425348,240590209,242632030.0,II,Initial,,6362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/09/19 04:30:00 PM,2024/09/19,04:30 PM,2024,Thursday,2024/09/19 05:04:00 PM,142533804170,1425338,240590378,242632414.0,II,Initial,,4170,Assault,Simple Assault,False Imprisonment,Open or Active,EDDY ST \ GOUGH ST,26490000.0,Northern,Western Addition,2.0,5.0,37.78247833251953,-122.42411041259766,POINT (-122.42411041259766 37.78247833251953),100.0,,,1.0,,,11.0,4.0
2024/01/30 03:26:00 PM,2024/01/30,03:26 PM,2024,Tuesday,2024/02/02 05:50:00 PM,136143706304,1361437,240074015,240331197.0,II,Initial,,6304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,FRONT ST \ FREMONT ST \ MARKET ST,30730000.0,Central,Financial District/South Beach,6.0,6.0,37.79171752929688,-122.39826202392578,POINT (-122.39826202392578 37.791717529296875),108.0,,,,,,10.0,6.0
2024/06/07 03:40:00 PM,2024/06/07,03:40 PM,2024,Friday,2024/06/07 05:40:00 PM,139699106364,1396991,240357877,241592047.0,II,Initial,,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/06/10 06:00:00 PM,2024/06/10,06:00 PM,2024,Monday,2024/06/10 06:11:00 PM,139760104134,1397601,240363799,241622439.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,18TH ST \ MISSION ST,24149000.0,Mission,Mission,9.0,9.0,37.761837005615234,-122.41935729980467,POINT (-122.41935729980469 37.761837005615234),53.0,,,,3.0,,2.0,3.0
2024/02/05 05:50:00 PM,2024/02/05,05:50 PM,2024,Monday,2024/02/05 06:10:00 PM,136210504134,1362105,240079338,240362669.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,25TH ST \ RHODE ISLAND ST,23694000.0,Bayview,Potrero Hill,10.0,10.0,37.75201797485352,-122.4013671875,POINT (-122.4013671875 37.752017974853516),54.0,,,,,,9.0,2.0
2024/02/05 03:31:00 PM,2024/02/05,03:31 PM,2024,Monday,2024/02/05 04:45:00 PM,136207206362,1362072,240079059,240362195.0,II,Initial,,6362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Cite or Arrest Adult,POWELL ST \ OFARRELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/01/10 04:30:00 PM,2024/01/10,04:30 PM,2024,Wednesday,2024/01/10 08:09:00 PM,136191206372,1361912,246013134,,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,STOCKTON ST \ GEARY ST,24901000.0,Central,Financial District/South Beach,3.0,3.0,37.78756713867188,-122.4065933227539,POINT (-122.4065933227539 37.787567138671875),19.0,,,,,,3.0,6.0
2024/01/11 05:30:00 PM,2024/01/11,05:30 PM,2024,Thursday,2024/01/11 07:26:00 PM,136188806374,1361888,246013253,,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,POWELL ST \ OFARRELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/05/31 05:30:00 PM,2024/05/31,05:30 PM,2024,Friday,2024/06/06 11:18:00 AM,139657904134,1396579,240354362,241581141.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,HYDE ST \ TURK ST,24933000.0,Tenderloin,Tenderloin,5.0,6.0,37.78258514404297,-122.41569519042967,POINT (-122.41569519042969 37.78258514404297),20.0,,1.0,1.0,1.0,,10.0,5.0
2024/05/20 04:05:00 PM,2024/05/20,04:05 PM,2024,Monday,2024/06/07 01:18:00 PM,139744606372,1397446,246074562,,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,OFARRELL ST \ SHANNON ST,24944000.0,Tenderloin,Tenderloin,5.0,6.0,37.785892486572266,-122.41214752197266,POINT (-122.41214752197266 37.785892486572266),20.0,,1.0,,,,10.0,5.0
2024/02/02 05:38:00 PM,2024/02/02,05:38 PM,2024,Friday,2024/02/04 05:32:00 PM,136216706374,1362167,246013861,,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,08TH ST \ GROVE ST \ HYDE ST \ MARKET ST,24429000.0,Tenderloin,Tenderloin,6.0,6.0,37.77872085571289,-122.41474151611328,POINT (-122.41474151611328 37.77872085571289),21.0,,1.0,1.0,1.0,,10.0,5.0
2024/02/05 04:00:00 PM,2024/02/05,04:00 PM,2024,Monday,2024/02/06 09:01:00 AM,136228771013,1362287,240080852,240370767.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,EDDY ST \ SCOTT ST,26075000.0,Northern,Western Addition,5.0,5.0,37.780799865722656,-122.43726348876952,POINT (-122.43726348876953 37.780799865722656),97.0,,,,,,11.0,4.0
2024/02/07 04:40:00 PM,2024/02/07,04:40 PM,2024,Wednesday,2024/02/07 07:25:00 PM,136262706363,1362627,240083953,240382668.0,II,Initial,,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Cite or Arrest Adult,POWELL ST \ OFARRELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/01/31 05:00:00 PM,2024/01/31,05:00 PM,2024,Wednesday,2024/02/06 12:07:00 PM,136279506244,1362795,246014314,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,CHESTNUT ST \ PIERCE ST,26964000.0,Northern,Marina,2.0,2.0,37.8004035949707,-122.43950653076172,POINT (-122.43950653076172 37.8004035949707),17.0,,,,,,6.0,4.0
2024/02/06 05:30:00 PM,2024/02/06,05:30 PM,2024,Tuesday,2024/02/08 07:36:00 PM,136298971013,1362989,240086220,240392953.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,GARFIELD ST \ BRIGHT ST,22614000.0,Taraval,Oceanview/Merced/Ingleside,11.0,11.0,37.71989059448242,-122.46356201171876,POINT (-122.46356201171875 37.71989059448242),64.0,,,,,,1.0,10.0
2024/02/08 05:15:00 PM,2024/02/08,05:15 PM,2024,Thursday,2024/02/08 06:58:00 PM,136301606303,1363016,240086195,240392754.0,II,Initial,,6303,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",Open or Active,GEARY ST \ LEAVENWORTH ST,25154000.0,Central,Tenderloin,5.0,6.0,37.78651809692383,-122.41481018066406,POINT (-122.41481018066406 37.78651809692383),20.0,,1.0,,,,10.0,6.0
2024/01/15 04:00:00 PM,2024/01/15,04:00 PM,2024,Monday,2024/01/16 06:08:00 PM,136274806244,1362748,246014831,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,POLK ST \ NORTH POINT ST,26704000.0,Central,Russian Hill,2.0,2.0,37.8052864074707,-122.42365264892578,POINT (-122.42365264892578 37.8052864074707),98.0,,,,,,6.0,6.0
2024/03/19 03:45:00 PM,2024/03/19,03:45 PM,2024,Tuesday,2024/03/22 01:34:00 PM,137568804134,1375688,240183393,240821772.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,MANSELL ST \ GOETTINGEN ST,20589000.0,Bayview,Portola,9.0,9.0,37.72076797485352,-122.40401458740234,POINT (-122.40401458740234 37.720767974853516),91.0,,,,,,2.0,2.0
2024/06/10 04:44:00 PM,2024/06/10,04:44 PM,2024,Monday,2024/06/10 04:54:00 PM,139788104134,1397881,240363670,241622180.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,24TH ST \ SOUTH VAN NESS AVE,24063000.0,Mission,Mission,9.0,9.0,37.75237274169922,-122.41626739501952,POINT (-122.41626739501953 37.75237274169922),53.0,,,,3.0,,2.0,3.0
2024/09/18 04:00:00 PM,2024/09/18,04:00 PM,2024,Wednesday,2024/09/18 06:56:00 PM,142542406372,1425424,246121464,,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,03RD ST \ KEARNY ST \ MARKET ST,30738000.0,Tenderloin,Financial District/South Beach,6.0,3.0,37.78764343261719,-122.40342712402344,POINT (-122.40342712402344 37.78764343261719),32.0,,,,,,3.0,6.0
2024/02/09 03:10:00 PM,2024/02/09,03:10 PM,2024,Friday,2024/02/09 03:32:00 PM,136325306114,1363253,240088248,240402168.0,II,Initial,,6114,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, >$950",Open or Active,STOCKTON ST \ WASHINGTON ST,25026000.0,Central,Chinatown,3.0,3.0,37.79494094848633,-122.4080810546875,POINT (-122.4080810546875 37.79494094848633),104.0,,,,,,3.0,6.0
2024/02/09 03:37:00 PM,2024/02/09,03:37 PM,2024,Friday,2024/02/09 03:56:00 PM,136323906361,1363239,240088408,240402297.0,II,Initial,,6361,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, <$50",Cite or Arrest Adult,FILLMORE ST \ EDDY ST,26044000.0,Northern,Western Addition,5.0,5.0,37.78142929077149,-122.4323272705078,POINT (-122.43232727050781 37.781429290771484),97.0,,,,,,11.0,4.0
2024/02/08 03:45:00 PM,2024/02/08,03:45 PM,2024,Thursday,2024/02/08 03:59:00 PM,136302806154,1363028,240085749,240392248.0,II,Initial,,6154,Larceny Theft,Larceny Theft - Other,"Theft, From Person, >$950 (other than Pickpocket)",Open or Active,VAN NESS AVE \ CLAY ST,26535000.0,Northern,Nob Hill,3.0,3.0,37.79217529296875,-122.42269134521484,POINT (-122.42269134521484 37.79217529296875),105.0,,,,,,3.0,4.0
2024/09/19 03:42:00 PM,2024/09/19,03:42 PM,2024,Thursday,2024/09/19 03:59:00 PM,142560904134,1425609,240590146,242632152.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,FILLMORE ST \ GEARY BLVD,26590000.0,Northern,Western Addition,5.0,5.0,37.78435516357422,-122.43291473388672,POINT (-122.43291473388672 37.78435516357422),103.0,,,,,,11.0,4.0
2024/02/09 04:05:00 PM,2024/02/09,04:05 PM,2024,Friday,2024/02/10 05:36:00 PM,136346506112,1363465,240090760,240412346.0,II,Initial,,6112,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $50-$200",Open or Active,GEARY BLVD \ FILLMORE ST,26590000.0,Northern,Western Addition,5.0,5.0,37.78435516357422,-122.43291473388672,POINT (-122.43291473388672 37.78435516357422),103.0,,,,,,11.0,4.0
2024/06/12 03:00:00 PM,2024/06/12,03:00 PM,2024,Wednesday,2024/06/12 06:17:00 PM,139814506112,1398145,240368818,241642912.0,II,Initial,,6112,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $50-$200",Open or Active,MARKET ST \ SOUTH VAN NESS AVE \ VAN NESS AVE,30748000.0,Southern,Mission,6.0,6.0,37.775146484375,-122.41925811767578,POINT (-122.41925811767578 37.775146484375),32.0,,1.0,1.0,1.0,,10.0,1.0
2024/06/04 04:21:00 PM,2024/06/04,04:21 PM,2024,Tuesday,2024/06/04 04:24:00 PM,139787606364,1397876,240351114,241562361.0,IS,Initial Supplement,,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Open or Active,18TH ST \ CASTRO ST,25813000.0,Mission,Castro/Upper Market,8.0,8.0,37.760887145996094,-122.43499755859376,POINT (-122.43499755859375 37.760887145996094),38.0,,,,5.0,,5.0,3.0
2024/06/11 04:45:00 PM,2024/06/11,04:45 PM,2024,Tuesday,2024/06/12 01:53:00 PM,139807206112,1398072,240368040,241642036.0,II,Initial,,6112,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $50-$200",Open or Active,GEARY BLVD \ GEARY ST \ VAN NESS AVE,25197000.0,Northern,Western Addition,3.0,5.0,37.78568649291992,-122.42139434814452,POINT (-122.42139434814453 37.78568649291992),100.0,,,,,,11.0,4.0
2024/02/08 04:20:00 PM,2024/02/08,04:20 PM,2024,Thursday,2024/02/12 01:19:00 PM,136389504134,1363895,240094524,240431540.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,16TH ST \ MISSION ST,24170000.0,Mission,Mission,9.0,9.0,37.76505279541016,-122.41967010498048,POINT (-122.41967010498047 37.765052795410156),53.0,,,,3.0,,2.0,3.0
2024/02/11 07:40:00 AM,2024/02/11,07:40 AM,2024,Sunday,2024/02/12 04:44:00 PM,136395706303,1363957,240095099,240432187.0,II,Initial,,6303,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",Cite or Arrest Adult,GEARY BLVD \ ARGUELLO BLVD,27230000.0,Richmond,Lone Mountain/USF,2.0,1.0,37.78125762939453,-122.4588623046875,POINT (-122.4588623046875 37.78125762939453),,,,,,,4.0,8.0
2024/03/21 05:17:00 PM,2024/03/21,05:17 PM,2024,Thursday,2024/03/22 12:51:00 PM,137584406374,1375844,246038477,,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,GEARY BLVD \ DIVISADERO ST,26621000.0,Northern,Japantown,5.0,5.0,37.78330993652344,-122.43948364257812,POINT (-122.43948364257812 37.78330993652344),103.0,,,,,,11.0,4.0
2024/06/12 04:45:00 PM,2024/06/12,04:45 PM,2024,Wednesday,2024/06/13 09:44:00 AM,139835006113,1398350,240370023,241650956.0,II,Initial,,6113,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $200-$950",Open or Active,GEARY ST \ POWELL ST,24903000.0,Central,Financial District/South Beach,3.0,3.0,37.78736114501953,-122.4082260131836,POINT (-122.4082260131836 37.78736114501953),19.0,,,,,,3.0,6.0
2024/01/11 05:40:00 PM,2024/01/11,05:40 PM,2024,Thursday,2024/02/11 06:48:00 PM,136408506374,1364085,246016928,,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,GEARY BLVD \ DIVISADERO ST,26621000.0,Northern,Japantown,5.0,5.0,37.78330993652344,-122.43948364257812,POINT (-122.43948364257812 37.78330993652344),103.0,,,,,,11.0,4.0
2024/02/13 04:00:00 PM,2024/02/13,04:00 PM,2024,Tuesday,2024/02/13 08:08:00 PM,136432906151,1364329,240097904,240442640.0,II,Initial,,6151,Larceny Theft,Larceny Theft - Other,"Theft, From Person, <$50 (other than Pickpocket)",Open or Active,EDDY ST \ VAN NESS AVE,25186000.0,Northern,Tenderloin,5.0,6.0,37.78289413452149,-122.42081451416016,POINT (-122.42081451416016 37.782894134521484),20.0,,1.0,1.0,,,10.0,4.0
2024/06/13 05:52:00 PM,2024/06/13,05:52 PM,2024,Thursday,2024/06/13 05:52:00 PM,139849704134,1398497,240371225,241652538.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,07TH ST \ HOWARD ST,24265000.0,Southern,South of Market,6.0,6.0,37.777976989746094,-122.40938568115234,POINT (-122.40938568115234 37.777976989746094),32.0,,,1.0,1.0,,10.0,1.0
2024/02/14 05:15:00 PM,2024/02/14,05:15 PM,2024,Wednesday,2024/02/14 07:59:00 PM,136473206241,1364732,240100353,240452762.0,II,Initial,,6241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Open or Active,VAN NESS AVE \ SACRAMENTO ST,26536000.0,Northern,Nob Hill,3.0,3.0,37.791290283203125,-122.42251586914062,POINT (-122.42251586914062 37.791290283203125),102.0,,,,,,3.0,4.0
2024/02/15 04:30:00 PM,2024/02/15,04:30 PM,2024,Thursday,2024/02/15 06:23:00 PM,136497806372,1364978,240102531,240462662.0,II,Initial,,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,03RD AVE \ GEARY BLVD,27245000.0,Richmond,Inner Richmond,1.0,1.0,37.781158447265625,-122.4610595703125,POINT (-122.4610595703125 37.781158447265625),5.0,,,,,,4.0,8.0
2024/02/08 04:00:00 PM,2024/02/08,04:00 PM,2024,Thursday,2024/02/14 12:05:00 PM,136480306372,1364803,246018805,,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,46TH AVE \ WAWONA ST,23455000.0,Taraval,Sunset/Parkside,4.0,4.0,37.73618316650391,-122.50422668457033,POINT (-122.50422668457031 37.736183166503906),40.0,,,,,,7.0,10.0
2024/02/14 05:50:00 PM,2024/02/14,05:50 PM,2024,Wednesday,2024/02/15 07:11:00 PM,136500006364,1365000,240102650,240461906.0,II,Initial,,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Open or Active,20TH AVE \ WINSTON DR,33719000.0,Taraval,Lakeshore,7.0,7.0,37.72695159912109,-122.47603607177734,POINT (-122.47603607177734 37.726951599121094),41.0,,,,,,8.0,10.0
2024/01/15 03:00:00 PM,2024/01/15,03:00 PM,2024,Monday,2024/03/23 05:54:00 PM,137595071013,1375950,240186212,240832327.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,ULLOA ST \ 14TH AVE,22954000.0,Taraval,West of Twin Peaks,7.0,7.0,37.74142456054688,-122.47010803222656,POINT (-122.47010803222656 37.741424560546875),46.0,,,,,,8.0,10.0
2024/02/15 04:30:00 PM,2024/02/15,04:30 PM,2024,Thursday,2024/02/15 10:52:00 PM,136537006374,1365370,240102882,,IS,Coplogic Supplement,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,EDDY ST \ DIVISADERO ST,26076000.0,Northern,Western Addition,5.0,5.0,37.78059005737305,-122.43892669677734,POINT (-122.43892669677734 37.78059005737305),97.0,,,,,,11.0,4.0
