Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Supervisor District 2012,Latitude,Longitude,Point,Neighborhoods,ESNCAG - Boundary File,Central Market/Tenderloin Boundary Polygon - Updated,Civic Center Harm Reduction Project Boundary,HSOC Zones as of 2018-06-05,Invest In Neighborhoods (IIN) Areas,Current Supervisor Districts,Current Police Districts
2024/07/18 06:00:00 PM,2024/07/18,06:00 PM,2024,Thursday,2024/07/19 09:53:00 AM,140814506234,1408145,240450738,242010986.0,II,Initial,,6234,Larceny Theft,Larceny - Auto Parts,"Theft, Vehicle Strip, >$950",Open or Active,HOLLOWAY AVE \ PLYMOUTH AVE,22583000.0,Taraval,Oceanview/Merced/Ingleside,11.0,7.0,37.72184753417969,-122.45613861083984,POINT (-122.45613861083984 37.72184753417969),64.0,,,,,,8.0,10.0
2024/04/23 04:45:00 PM,2024/04/23,04:45 PM,2024,Tuesday,2024/04/23 04:45:00 PM,138473506361,1384735,240255710,241142400.0,II,Initial,,6361,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, <$50",Open or Active,20TH AVE \ WINSTON DR,33719000.0,Taraval,Lakeshore,7.0,7.0,37.72695159912109,-122.47603607177734,POINT (-122.47603607177734 37.726951599121094),41.0,,,,,,8.0,10.0
2024/04/16 04:00:00 PM,2024/04/16,04:00 PM,2024,Tuesday,2024/04/23 05:50:00 PM,138474671013,1384746,240255873,241141780.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,FILLMORE ST \ CHESTNUT ST,26763000.0,Northern,Marina,2.0,2.0,37.80081558227539,-122.43627166748048,POINT (-122.43627166748047 37.80081558227539),17.0,,,,,,6.0,4.0
2024/04/23 04:11:00 PM,2024/04/23,04:11 PM,2024,Tuesday,2024/04/23 09:05:00 PM,138478406363,1384784,240256285,241142430.0,II,Initial,,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/04/24 03:50:00 PM,2024/04/24,03:50 PM,2024,Wednesday,2024/04/24 03:51:00 PM,138502319095,1385023,240257982,241152260.0,II,Initial,,19095,Disorderly Conduct,Drug Violation,"Drugs, Under Influence  in a Public Place",Cite or Arrest Adult,EDDY ST \ JONES ST,24929000.0,Tenderloin,Tenderloin,5.0,6.0,37.78393173217773,-122.41259765625,POINT (-122.41259765625 37.783931732177734),20.0,,1.0,1.0,,,10.0,5.0
2024/04/23 04:00:00 PM,2024/04/23,04:00 PM,2024,Tuesday,2024/04/23 06:28:00 PM,138473812120,1384738,240256100,241142742.0,II,Initial,,12120,Weapons Carrying Etc,Weapons Offense,"Weapon, Prohibited, Possession, Sale, Mfg., Import",Cite or Arrest Adult,GEARY ST \ JONES ST,24960000.0,Central,Tenderloin,5.0,6.0,37.78672790527344,-122.41316223144533,POINT (-122.41316223144531 37.78672790527344),20.0,,1.0,,,,10.0,6.0
2024/04/22 04:00:00 PM,2024/04/22,04:00 PM,2024,Monday,2024/04/24 12:48:00 PM,138493519050,1384935,240257277,241151633.0,II,Initial,,19050,Disorderly Conduct,Disorderly Conduct,"Phone Calls, Threatening or Annoying",Open or Active,46TH AVE \ NORIEGA ST,27924000.0,Taraval,Sunset/Parkside,4.0,4.0,37.75296401977539,-122.50540924072266,POINT (-122.50540924072266 37.75296401977539),39.0,,,,,,7.0,10.0
2024/04/23 04:00:00 PM,2024/04/23,04:00 PM,2024,Tuesday,2024/04/23 06:28:00 PM,138473804138,1384738,240256100,241142742.0,II,Initial,,4138,Assault,Simple Assault,"Battery, former Spouse or Dating Relationship",Cite or Arrest Adult,GEARY ST \ JONES ST,24960000.0,Central,Tenderloin,5.0,6.0,37.78672790527344,-122.41316223144533,POINT (-122.41316223144531 37.78672790527344),20.0,,1.0,,,,10.0,6.0
2024/04/23 04:00:00 PM,2024/04/23,04:00 PM,2024,Tuesday,2024/04/23 06:28:00 PM,138473804013,1384738,240256100,241142742.0,II,Initial,,4013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Cite or Arrest Adult,GEARY ST \ JONES ST,24960000.0,Central,Tenderloin,5.0,6.0,37.78672790527344,-122.41316223144533,POINT (-122.41316223144531 37.78672790527344),20.0,,1.0,,,,10.0,6.0
2024/04/25 04:47:00 PM,2024/04/25,04:47 PM,2024,Thursday,2024/04/25 04:47:00 PM,138537819095,1385378,240261046,241162418.0,II,Initial,,19095,Disorderly Conduct,Drug Violation,"Drugs, Under Influence  in a Public Place",Cite or Arrest Adult,EDDY ST \ HYDE ST,25138000.0,Tenderloin,Tenderloin,5.0,6.0,37.78351593017578,-122.41588592529295,POINT (-122.41588592529297 37.78351593017578),20.0,,1.0,1.0,,,10.0,5.0
2024/04/24 03:52:00 PM,2024/04/24,03:52 PM,2024,Wednesday,2024/04/24 03:52:00 PM,138505619095,1385056,240257954,241152262.0,II,Initial,,19095,Disorderly Conduct,Drug Violation,"Drugs, Under Influence  in a Public Place",Cite or Arrest Adult,EDDY ST \ JONES ST,24929000.0,Tenderloin,Tenderloin,5.0,6.0,37.78393173217773,-122.41259765625,POINT (-122.41259765625 37.783931732177734),20.0,,1.0,1.0,,,10.0,5.0
2024/04/25 07:00:00 AM,2024/04/25,07:00 AM,2024,Thursday,2024/04/25 08:30:00 AM,138526606153,1385266,240259665,241160689.0,II,Initial,,6153,Larceny Theft,Larceny Theft - Other,"Theft, From Person, $200-$950 (other than Pickpocket)",Open or Active,BEVERLY ST \ GARFIELD ST,22728000.0,Taraval,Oceanview/Merced/Ingleside,11.0,11.0,37.71963882446289,-122.47164916992188,POINT (-122.47164916992188 37.71963882446289),64.0,,,,,,1.0,10.0
2024/10/09 03:30:00 PM,2024/10/09,03:30 PM,2024,Wednesday,2024/10/09 04:01:00 PM,143090004013,1430900,240636530,242832456.0,II,Initial,,4013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,LARKIN ST \ OFARRELL ST,25152000.0,Tenderloin,Tenderloin,5.0,6.0,37.7851676940918,-122.41790008544922,POINT (-122.41790008544922 37.7851676940918),20.0,,1.0,,,,10.0,5.0
2024/10/09 03:00:00 PM,2024/10/09,03:00 PM,2024,Wednesday,2024/10/09 03:15:00 PM,143086419057,1430864,240636198,242832298.0,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,HYDE ST \ MCALLISTER ST,24333000.0,Tenderloin,Tenderloin,5.0,6.0,37.78071975708008,-122.41531372070312,POINT (-122.41531372070312 37.78071975708008),21.0,,1.0,1.0,1.0,,10.0,5.0
2024/10/09 04:08:00 PM,2024/10/09,04:08 PM,2024,Wednesday,2024/10/09 04:08:00 PM,143085404012,1430854,240622595,242832482.0,IS,Initial Supplement,,4012,Assault,Aggravated Assault,"Assault, Aggravated, W/ Knife",Cite or Arrest Adult,LEAVENWORTH ST \ TURK ST,24934000.0,Tenderloin,Tenderloin,5.0,6.0,37.78279495239258,-122.41405487060548,POINT (-122.41405487060547 37.78279495239258),20.0,,1.0,1.0,1.0,,10.0,5.0
2024/04/25 07:57:00 AM,2024/04/25,07:57 AM,2024,Thursday,2024/04/25 01:23:00 PM,138549506374,1385495,240259665,,IS,Coplogic Supplement,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,BEVERLY ST \ GARFIELD ST,22728000.0,Taraval,Oceanview/Merced/Ingleside,11.0,11.0,37.71963882446289,-122.47164916992188,POINT (-122.47164916992188 37.71963882446289),64.0,,,,,,1.0,10.0
2024/04/26 04:42:00 PM,2024/04/26,04:42 PM,2024,Friday,2024/04/26 04:47:00 PM,138567904134,1385679,240263581,241172418.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,45TH AVE \ CABRILLO ST,27972000.0,Richmond,Outer Richmond,1.0,1.0,37.77345657348633,-122.50574493408205,POINT (-122.50574493408203 37.77345657348633),8.0,,,,,,4.0,8.0
2024/10/09 03:00:00 PM,2024/10/09,03:00 PM,2024,Wednesday,2024/10/09 03:15:00 PM,143086404013,1430864,240636198,242832298.0,II,Initial,,4013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,HYDE ST \ MCALLISTER ST,24333000.0,Tenderloin,Tenderloin,5.0,6.0,37.78071975708008,-122.41531372070312,POINT (-122.41531372070312 37.78071975708008),21.0,,1.0,1.0,1.0,,10.0,5.0
2024/10/08 05:00:00 PM,2024/10/08,05:00 PM,2024,Tuesday,2024/10/08 05:00:00 PM,143064912080,1430649,240633398,242821687.0,IS,Initial Supplement,,12080,Weapons Carrying Etc,Weapons Offense,"Firearm, Possession By Prohibited Person",Cite or Arrest Adult,LEAVENWORTH ST \ TURK ST,24934000.0,Tenderloin,Tenderloin,5.0,6.0,37.78279495239258,-122.41405487060548,POINT (-122.41405487060547 37.78279495239258),20.0,,1.0,1.0,1.0,,10.0,5.0
2024/10/08 05:00:00 PM,2024/10/08,05:00 PM,2024,Tuesday,2024/10/09 09:03:00 AM,143072706112,1430727,240635093,242830944.0,II,Initial,,6112,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $50-$200",Open or Active,MARKET ST \ SOUTH VAN NESS AVE \ VAN NESS AVE,30748000.0,Tenderloin,Mission,6.0,6.0,37.775146484375,-122.41925811767578,POINT (-122.41925811767578 37.775146484375),32.0,,1.0,1.0,1.0,,10.0,1.0
2024/04/26 04:30:00 PM,2024/04/26,04:30 PM,2024,Friday,2024/04/26 04:55:00 PM,138565806362,1385658,240263666,241172453.0,II,Initial,,6362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/07/23 07:50:00 AM,2024/07/23,07:50 AM,2024,Tuesday,2024/07/23 08:58:00 AM,140915326145,1409153,240458801,242050814.0,II,Initial,,26145,Larceny Theft,Larceny Theft - Other,"Theft, Lost Property, Grand",Open or Active,STOCKTON ST \ WASHINGTON ST,25026000.0,Central,Chinatown,3.0,3.0,37.79494094848633,-122.4080810546875,POINT (-122.4080810546875 37.79494094848633),104.0,,,,,,3.0,6.0
2024/07/17 08:00:00 AM,2024/07/17,08:00 AM,2024,Wednesday,2024/07/23 11:30:00 AM,140908371013,1409083,240459138,242051336.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,LELAND AVE \ RUTLAND ST,20356000.0,Ingleside,Visitacion Valley,10.0,10.0,37.712547302246094,-122.4073486328125,POINT (-122.4073486328125 37.712547302246094),75.0,,,,,,9.0,9.0
2024/04/29 04:04:00 PM,2024/04/29,04:04 PM,2024,Monday,2024/04/29 04:04:00 PM,138636304073,1386363,240269799,241202076.0,II,Initial,,4073,Assault,Aggravated Assault,"Assault, Aggravated, On Police Off., W/ Other Weapon",Open or Active,GEARY BLVD \ GEARY ST \ VAN NESS AVE,25197000.0,Tenderloin,Western Addition,3.0,5.0,37.78568649291992,-122.42139434814452,POINT (-122.42139434814453 37.78568649291992),100.0,,,,,,11.0,4.0
2024/04/12 03:00:00 PM,2024/04/12,03:00 PM,2024,Friday,2024/04/30 02:47:00 PM,138658271013,1386582,240271766,241211855.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,EDDY ST \ JONES ST,24929000.0,Tenderloin,Tenderloin,5.0,6.0,37.78393173217773,-122.41259765625,POINT (-122.41259765625 37.783931732177734),20.0,,1.0,1.0,,,10.0,5.0
2024/04/30 05:55:00 PM,2024/04/30,05:55 PM,2024,Tuesday,2024/04/30 05:55:00 PM,138667004154,1386670,240259449,241212556.0,IS,Initial Supplement,,4154,Assault,Simple Assault,"Battery, Of A Police Officer",Open or Active,EDDY ST \ FILLMORE ST,26044000.0,Northern,Western Addition,5.0,5.0,37.78142929077149,-122.4323272705078,POINT (-122.43232727050781 37.781429290771484),97.0,,,,,,11.0,4.0
2024/04/25 05:00:00 PM,2024/04/25,05:00 PM,2024,Thursday,2024/04/26 02:18:00 PM,138644406244,1386444,246056827,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,EDDY ST \ GOUGH ST,26490000.0,Northern,Western Addition,2.0,5.0,37.78247833251953,-122.42411041259766,POINT (-122.42411041259766 37.78247833251953),100.0,,,1.0,,,11.0,4.0
2024/03/14 04:00:00 PM,2024/03/14,04:00 PM,2024,Thursday,2024/03/14 04:00:00 PM,138603706364,1386037,240143676,,IS,Initial Supplement,,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/05/01 05:33:00 PM,2024/05/01,05:33 PM,2024,Wednesday,2024/05/01 05:33:00 PM,138692419095,1386924,240274776,241222459.0,II,Initial,,19095,Disorderly Conduct,Drug Violation,"Drugs, Under Influence  in a Public Place",Cite or Arrest Adult,EDDY ST \ HYDE ST,25138000.0,Tenderloin,Tenderloin,5.0,6.0,37.78351593017578,-122.41588592529295,POINT (-122.41588592529297 37.78351593017578),20.0,,1.0,1.0,,,10.0,5.0
2024/04/30 06:00:00 PM,2024/04/30,06:00 PM,2024,Tuesday,2024/04/30 06:00:00 PM,138664012100,1386640,240272366,241212568.0,II,Initial,,12100,Weapons Carrying Etc,Weapons Offense,"Firearm, Possession of Loaded",Cite or Arrest Adult,MCALLISTER ST \ VAN NESS AVE,24466000.0,Northern,Hayes Valley,5.0,5.0,37.78007507324219,-122.42024993896484,POINT (-122.42024993896484 37.78007507324219),21.0,,,1.0,1.0,,11.0,4.0
2024/04/30 06:00:00 PM,2024/04/30,06:00 PM,2024,Tuesday,2024/04/30 06:00:00 PM,138664012080,1386640,240272366,241212568.0,II,Initial,,12080,Weapons Carrying Etc,Weapons Offense,"Firearm, Possession By Prohibited Person",Cite or Arrest Adult,MCALLISTER ST \ VAN NESS AVE,24466000.0,Northern,Hayes Valley,5.0,5.0,37.78007507324219,-122.42024993896484,POINT (-122.42024993896484 37.78007507324219),21.0,,,1.0,1.0,,11.0,4.0
2024/04/30 06:00:00 PM,2024/04/30,06:00 PM,2024,Tuesday,2024/04/30 06:00:00 PM,138664012168,1386640,240272366,241212568.0,II,Initial,,12168,Weapons Carrying Etc,Weapons Offense,"Firearm, Loaded, in Vehicle, Possession or Use",Cite or Arrest Adult,MCALLISTER ST \ VAN NESS AVE,24466000.0,Northern,Hayes Valley,5.0,5.0,37.78007507324219,-122.42024993896484,POINT (-122.42024993896484 37.78007507324219),21.0,,,1.0,1.0,,11.0,4.0
2024/04/30 05:00:00 PM,2024/04/30,05:00 PM,2024,Tuesday,2024/05/01 08:27:00 AM,138677706243,1386777,240273239,241220554.0,II,Initial,,6243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,BRUSSELS ST \ WILDE AVE,20303000.0,Ingleside,Visitacion Valley,10.0,10.0,37.71631622314453,-122.40110778808594,POINT (-122.40110778808594 37.71631622314453),91.0,,,,,,9.0,9.0
2024/05/02 03:40:00 PM,2024/05/02,03:40 PM,2024,Thursday,2024/05/02 08:28:00 PM,138723106373,1387231,240277601,241233179.0,II,Initial,,6373,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $200-$950",Open or Active,30TH AVE \ GEARY BLVD,27840000.0,Richmond,Outer Richmond,1.0,1.0,37.77983856201172,-122.49009704589844,POINT (-122.49009704589844 37.77983856201172),8.0,,,,,,4.0,8.0
2024/05/01 06:00:00 PM,2024/05/01,06:00 PM,2024,Wednesday,2024/05/02 12:54:00 PM,138714026145,1387140,240276534,241231551.0,II,Initial,,26145,Larceny Theft,Larceny Theft - Other,"Theft, Lost Property, Grand",Open or Active,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/07/22 06:00:00 PM,2024/07/22,06:00 PM,2024,Monday,2024/07/23 12:02:00 PM,140928506224,1409285,246092699,,II,Coplogic Initial,True,6224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,CASTRO ST \ ELIZABETH ST,25742000.0,Mission,Noe Valley,8.0,8.0,37.75209045410156,-122.43416595458984,POINT (-122.43416595458984 37.75209045410156),84.0,,,,,,5.0,3.0
2024/04/25 05:00:00 PM,2024/04/25,05:00 PM,2024,Thursday,2024/05/02 07:32:00 PM,138724304136,1387243,240277548,241230933.0,II,Initial,,4136,Assault,Simple Assault,Battery with Serious Injuries,Open or Active,LEAVENWORTH ST \ TURK ST,24934000.0,Tenderloin,Tenderloin,5.0,6.0,37.78279495239258,-122.41405487060548,POINT (-122.41405487060547 37.78279495239258),20.0,,1.0,1.0,1.0,,10.0,5.0
2024/05/03 08:00:00 AM,2024/05/03,08:00 AM,2024,Friday,2024/05/03 08:00:00 AM,138741719095,1387417,240278176,241240606.0,II,Initial,,19095,Disorderly Conduct,Drug Violation,"Drugs, Under Influence  in a Public Place",Cite or Arrest Adult,HYDE ST \ TURK ST,24933000.0,Tenderloin,Tenderloin,5.0,6.0,37.78258514404297,-122.41569519042967,POINT (-122.41569519042969 37.78258514404297),20.0,,1.0,1.0,1.0,,10.0,5.0
2024/05/02 03:20:00 PM,2024/05/02,03:20 PM,2024,Thursday,2024/05/02 08:42:00 PM,138723406362,1387234,240277617,241232210.0,II,Initial,,6362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/07/25 03:07:00 PM,2024/07/25,03:07 PM,2024,Thursday,2024/07/25 03:09:00 PM,140972204134,1409722,240464319,242071952.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,42ND AVE \ GEARY BLVD \ POINT LOBOS AVE,27917000.0,Richmond,Outer Richmond,1.0,1.0,37.77960968017578,-122.5029754638672,POINT (-122.50297546386719 37.77960968017578),6.0,,,,,,4.0,8.0
2024/10/11 03:20:00 PM,2024/10/11,03:20 PM,2024,Friday,2024/10/11 07:40:00 PM,143144506373,1431445,240641636,242852963.0,II,Initial,,6373,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $200-$950",Open or Active,LARKIN ST \ NORTH POINT ST,25589000.0,Central,Russian Hill,2.0,2.0,37.80549621582031,-122.42200469970705,POINT (-122.42200469970703 37.80549621582031),98.0,,,,,,6.0,6.0
2024/05/05 06:42:00 AM,2024/05/05,06:42 AM,2024,Sunday,2024/05/05 06:45:00 AM,138787004134,1387870,240282321,241260547.0,II,Initial,,4134,Assault,Simple Assault,Battery,Cite or Arrest Adult,07TH ST \ MISSION ST,24315000.0,Southern,South of Market,6.0,6.0,37.77921295166016,-122.4109344482422,POINT (-122.41093444824219 37.779212951660156),32.0,,1.0,1.0,1.0,,10.0,1.0
2024/05/05 06:42:00 AM,2024/05/05,06:42 AM,2024,Sunday,2024/05/05 06:45:00 AM,138787004014,1387870,240282321,241260547.0,II,Initial,,4014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Cite or Arrest Adult,07TH ST \ MISSION ST,24315000.0,Southern,South of Market,6.0,6.0,37.77921295166016,-122.4109344482422,POINT (-122.41093444824219 37.779212951660156),32.0,,1.0,1.0,1.0,,10.0,1.0
2024/07/26 04:25:00 PM,2024/07/26,04:25 PM,2024,Friday,2024/07/26 04:43:00 PM,141004204134,1410042,240466848,242082198.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,DIVISADERO ST \ HAIGHT ST,26026000.0,Northern,Haight Ashbury,5.0,5.0,37.77126693725586,-122.43704223632812,POINT (-122.43704223632812 37.77126693725586),,,,,,,11.0,4.0
2024/05/06 03:05:00 PM,2024/05/06,03:05 PM,2024,Monday,2024/05/06 05:00:00 PM,138826206363,1388262,240285438,241272043.0,II,Initial,,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/05/06 07:06:00 AM,2024/05/06,07:06 AM,2024,Monday,2024/05/06 07:08:00 AM,138813804134,1388138,240284220,241270471.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,18TH ST \ CASTRO ST,25813000.0,Mission,Castro/Upper Market,8.0,8.0,37.760887145996094,-122.43499755859376,POINT (-122.43499755859375 37.760887145996094),38.0,,,,5.0,,5.0,3.0
2024/03/31 08:00:00 AM,2024/03/31,08:00 AM,2024,Sunday,2024/05/07 07:30:00 PM,138853604144,1388536,240288244,241282868.0,II,Initial,,4144,Assault,Simple Assault,"Battery, Sexual",Open or Active,08TH ST \ BRANNAN ST,23872000.0,Southern,South of Market,6.0,6.0,37.771297454833984,-122.40542602539062,POINT (-122.40542602539062 37.771297454833984),33.0,,,,,,10.0,1.0
2024/07/25 03:48:00 PM,2024/07/25,03:48 PM,2024,Thursday,2024/07/26 03:42:00 PM,141042806372,1410428,246093960,,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,28TH ST \ NOE ST,22006000.0,Ingleside,Noe Valley,8.0,8.0,37.74503326416016,-122.43125915527344,POINT (-122.43125915527344 37.745033264160156),84.0,,,,,,5.0,9.0
2024/07/28 07:00:00 AM,2024/07/28,07:00 AM,2024,Sunday,2024/07/28 08:09:00 AM,141039304134,1410393,240470065,242101078.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,MARKET ST \ SOUTH VAN NESS AVE \ VAN NESS AVE,30748000.0,Northern,Mission,6.0,6.0,37.775146484375,-122.41925811767578,POINT (-122.41925811767578 37.775146484375),32.0,,1.0,1.0,1.0,,10.0,1.0
2024/10/11 08:00:00 AM,2024/10/11,08:00 AM,2024,Friday,2024/10/12 09:13:00 AM,143153106244,1431531,240642361,242860785.0,II,Initial,,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,CASTRO ST \ ELIZABETH ST,25742000.0,Mission,Noe Valley,8.0,8.0,37.75209045410156,-122.43416595458984,POINT (-122.43416595458984 37.75209045410156),84.0,,,,,,5.0,3.0
2024/09/02 03:00:00 PM,2024/09/02,03:00 PM,2024,Monday,2024/10/13 09:45:00 PM,143188906246,1431889,240645939,242873359.0,VI,Vehicle Initial,,6246,Larceny Theft,Larceny Theft - Other,"License Plate or Tab, Theft of",Open or Active,25TH AVE \ GEARY BLVD,27553000.0,Richmond,Outer Richmond,1.0,1.0,37.78009414672852,-122.48473358154295,POINT (-122.48473358154297 37.780094146728516),8.0,,,,,,4.0,8.0
2024/07/29 03:30:00 PM,2024/07/29,03:30 PM,2024,Monday,2024/07/29 08:58:00 PM,141078206364,1410782,240473520,242112674.0,II,Initial,,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/07/30 03:10:00 PM,2024/07/30,03:10 PM,2024,Tuesday,2024/07/30 03:10:00 PM,141097806361,1410978,240432134,242121730.0,IS,Initial Supplement,,6361,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, <$50",Cite or Arrest Adult,BEACH ST \ LARKIN ST,25586000.0,Central,Russian Hill,2.0,2.0,37.806434631347656,-122.42219543457033,POINT (-122.42219543457031 37.806434631347656),98.0,,,,,,6.0,6.0
2024/07/30 07:30:00 AM,2024/07/30,07:30 AM,2024,Tuesday,2024/07/30 10:09:00 AM,141087406244,1410874,240474590,242120867.0,II,Initial,,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FILLMORE ST \ LOMBARD ST,26751000.0,Northern,Marina,2.0,2.0,37.799842834472656,-122.43604278564452,POINT (-122.43604278564453 37.799842834472656),17.0,,,,,,6.0,4.0
2024/07/30 03:10:00 PM,2024/07/30,03:10 PM,2024,Tuesday,2024/07/30 03:10:00 PM,141097804014,1410978,240432134,242121730.0,IS,Initial Supplement,,4014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Cite or Arrest Adult,BEACH ST \ LARKIN ST,25586000.0,Central,Russian Hill,2.0,2.0,37.806434631347656,-122.42219543457033,POINT (-122.42219543457031 37.806434631347656),98.0,,,,,,6.0,6.0
2024/07/30 03:09:00 PM,2024/07/30,03:09 PM,2024,Tuesday,2024/07/30 03:09:00 PM,141097619090,1410976,240475394,242121730.0,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,BEACH ST \ LARKIN ST,25586000.0,Central,Russian Hill,2.0,2.0,37.806434631347656,-122.42219543457033,POINT (-122.42219543457031 37.806434631347656),98.0,,,,,,6.0,6.0
2024/10/04 03:15:00 PM,2024/10/04,03:15 PM,2024,Friday,2024/10/06 10:39:00 PM,143206406363,1432064,246132706,,II,Coplogic Initial,True,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Open or Active,42ND AVE \ GEARY BLVD \ POINT LOBOS AVE,27917000.0,Richmond,Outer Richmond,1.0,1.0,37.77960968017578,-122.5029754638672,POINT (-122.50297546386719 37.77960968017578),6.0,,,,,,4.0,8.0
2024/10/14 05:26:00 PM,2024/10/14,05:26 PM,2024,Monday,2024/10/14 05:37:00 PM,143211306224,1432113,240647521,242882330.0,II,Initial,,6224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,EVANS AVE \ SELBY ST,33107000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.74616241455078,-122.39405059814452,POINT (-122.39405059814453 37.74616241455078),85.0,,,,,,9.0,2.0
2024/07/31 03:00:00 PM,2024/07/31,03:00 PM,2024,Wednesday,2024/07/31 03:37:00 PM,141135519057,1411355,240478229,242131921.0,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,GEARY ST \ LARKIN ST,25170000.0,Northern,Tenderloin,3.0,6.0,37.78610229492188,-122.4180908203125,POINT (-122.4180908203125 37.786102294921875),20.0,,,,,,10.0,6.0
2024/07/29 05:40:00 PM,2024/07/29,05:40 PM,2024,Monday,2024/07/30 11:19:00 PM,141106806303,1411068,240476461,242122729.0,II,Initial,,6303,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",Open or Active,LARKIN ST \ OFARRELL ST,25152000.0,Tenderloin,Tenderloin,5.0,6.0,37.7851676940918,-122.41790008544922,POINT (-122.41790008544922 37.7851676940918),20.0,,1.0,,,,10.0,5.0
