Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A14006_001,SE_B18002_001,SE_B18002_002,SE_B18002_003,PCT_SE_B18002_002,PCT_SE_B18002_003,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003,SE_A10030_001,SE_A10030_002,SE_A10030_003,SE_A10030_004,SE_A10030_005,SE_A10030_006,SE_A10030_007,PCT_SE_A10030_002,PCT_SE_A10030_003,PCT_SE_A10030_004,PCT_SE_A10030_005,PCT_SE_A10030_006,PCT_SE_A10030_007,SE_A10054B_001,SE_A10054B_002,SE_A10054B_003,SE_A10054B_004,SE_A10054B_005,SE_A10054B_006,SE_A10054B_007,PCT_SE_A10054B_002,PCT_SE_A10054B_003,PCT_SE_A10054B_004,PCT_SE_A10054B_005,PCT_SE_A10054B_006,PCT_SE_A10054B_007,SE_A13003B_001,SE_A13003B_002,SE_A13003B_003,PCT_SE_A13003B_002,PCT_SE_A13003B_003,SE_A14010_001
"06075025200","Census Tract 252, San Francisco County, California","ca","140","00",,,,"06","075",,,"025200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025200","Census Tract 252",,,,5610,5610,2967,54,0,668,0,685,1236,52.89,0.96,0,11.91,0,12.21,22.03,163321,773,154,140,19.92,18.11,1020,15,1005,1.47,98.53,2463,510,1277,615,61,0,0,20.71,51.85,24.97,2.48,0,0,773,220,522,31,0,0,0,28.46,67.53,4.01,0,0,0,3920,535,3385,13.65,86.35,170588
"06075025300","Census Tract 253, San Francisco County, California","ca","140","00",,,,"06","075",,,"025300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025300","Census Tract 253",,,,4218,4218,1945,66,18,475,0,1207,507,46.11,1.56,0.43,11.26,0,28.62,12.02,189688,819,68,69,8.3,8.42,396,12,384,3.03,96.97,1692,280,895,341,103,18,55,16.55,52.9,20.15,6.09,1.06,3.25,819,228,450,119,22,0,0,27.84,54.95,14.53,2.69,0,0,3217,173,3044,5.38,94.62,205205
"06075025401","Census Tract 254.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"025401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025401","Census Tract 254.01",,,,3706,3706,2141,153,10,216,0,304,882,57.77,4.13,0.27,5.83,0,8.2,23.8,183902,603,77,51,12.77,8.46,1106,58,1048,5.24,94.76,1357,173,706,399,63,0,16,12.75,52.03,29.4,4.64,0,1.18,603,115,382,106,0,0,0,19.07,63.35,17.58,0,0,0,2208,100,2108,4.53,95.47,183939
"06075025402","Census Tract 254.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"025402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025402","Census Tract 254.02",,,,3163,3163,1143,231,0,522,0,1020,247,36.14,7.3,0,16.5,0,32.25,7.81,173352,348,89,85,25.57,24.43,370,20,350,5.41,94.59,1087,76,505,324,172,10,0,6.99,46.46,29.81,15.82,0.92,0,348,58,129,105,46,10,0,16.67,37.07,30.17,13.22,2.87,0,2132,126,2006,5.91,94.09,174063
"06075025403","Census Tract 254.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"025403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025403","Census Tract 254.03",,,,4686,4686,1062,202,28,1100,0,1008,1286,22.66,4.31,0.6,23.47,0,21.51,27.44,128947,670,87,239,12.99,35.67,1021,56,965,5.48,94.52,1380,172,563,424,58,135,28,12.46,40.8,30.72,4.2,9.78,2.03,670,120,306,125,22,97,0,17.91,45.67,18.66,3.28,14.48,0,3027,280,2747,9.25,90.75,113977
"06075025501","Census Tract 255.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"025501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025501","Census Tract 255.01",,,,4073,4073,663,88,34,1592,0,1237,459,16.28,2.16,0.83,39.09,0,30.37,11.27,146477,198,11,79,5.56,39.9,914,181,733,19.8,80.2,1031,5,358,478,149,0,41,0.48,34.72,46.36,14.45,0,3.98,198,0,64,134,0,0,0,0,32.32,67.68,0,0,0,2384,341,2043,14.3,85.7,131875
"06075025502","Census Tract 255.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"025502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025502","Census Tract 255.02",,,,3451,3451,1160,39,10,1464,41,429,308,33.61,1.13,0.29,42.42,1.19,12.43,8.92,168483,323,80,53,24.77,16.41,534,49,485,9.18,90.82,1220,175,652,251,118,0,24,14.34,53.44,20.57,9.67,0,1.97,323,100,170,32,21,0,0,30.96,52.63,9.91,6.5,0,0,2300,142,2158,6.17,93.83,214219
"06075025600","Census Tract 256, San Francisco County, California","ca","140","00",,,,"06","075",,,"025600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025600","Census Tract 256",,,,5290,5290,1265,69,0,2959,36,717,244,23.91,1.3,0,55.94,0.68,13.55,4.61,114250,559,168,107,30.05,19.14,830,80,750,9.64,90.36,1656,234,504,438,229,176,75,14.13,30.43,26.45,13.83,10.63,4.53,559,93,164,101,101,76,24,16.64,29.34,18.07,18.07,13.6,4.29,3345,188,3157,5.62,94.38,109196
"06075025701","Census Tract 257.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"025701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025701","Census Tract 257.01",,,,5047,5047,645,110,21,3383,0,716,172,12.78,2.18,0.42,67.03,0,14.19,3.41,129663,592,93,86,15.71,14.53,867,48,819,5.54,94.46,1559,100,676,435,192,87,69,6.41,43.36,27.9,12.32,5.58,4.43,592,56,454,22,7,7,46,9.46,76.69,3.72,1.18,1.18,7.77,3441,249,3192,7.24,92.76,124928
"06075025702","Census Tract 257.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"025702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025702","Census Tract 257.02",,,,4601,4601,1201,52,0,3011,0,104,233,26.1,1.13,0,65.44,0,2.26,5.06,104250,440,160,53,36.36,12.05,1072,23,1049,2.15,97.85,1135,192,293,357,166,95,32,16.92,25.81,31.45,14.63,8.37,2.82,440,131,176,88,45,0,0,29.77,40,20,10.23,0,0,2381,134,2247,5.63,94.37,114819
"06075025800","Census Tract 258, San Francisco County, California","ca","140","00",,,,"06","075",,,"025800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025800","Census Tract 258",,,,1776,1776,228,127,0,1213,0,58,150,12.84,7.15,0,68.3,0,3.27,8.45,82546,321,102,71,31.78,22.12,244,35,209,14.34,85.66,621,158,194,195,52,0,22,25.44,31.24,31.4,8.37,0,3.54,321,116,154,51,0,0,0,36.14,47.98,15.89,0,0,0,1275,82,1193,6.43,93.57,121731
"06075025900","Census Tract 259, San Francisco County, California","ca","140","00",,,,"06","075",,,"025900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025900","Census Tract 259",,,,4134,4134,722,168,0,2098,0,881,265,17.46,4.06,0,50.75,0,21.31,6.41,151418,163,15,41,9.2,25.15,692,40,652,5.78,94.22,1444,103,426,710,105,68,32,7.13,29.5,49.17,7.27,4.71,2.22,163,37,59,67,0,0,0,22.7,36.2,41.1,0,0,0,2754,259,2495,9.4,90.6,156591
"06075026001","Census Tract 260.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"026001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026001","Census Tract 260.01",,,,6010,6010,1172,232,134,2708,22,1206,536,19.5,3.86,2.23,45.06,0.37,20.07,8.92,119088,841,105,193,12.49,22.95,786,129,657,16.41,83.59,1785,203,672,415,440,33,22,11.37,37.65,23.25,24.65,1.85,1.23,841,118,313,182,206,0,22,14.03,37.22,21.64,24.49,0,2.62,4342,463,3879,10.66,89.34,117458
"06075026002","Census Tract 260.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"026002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026002","Census Tract 260.02",,,,3731,3731,1224,198,58,1332,0,530,389,32.81,5.31,1.55,35.7,0,14.21,10.43,119038,253,101,6,39.92,2.37,636,98,538,15.41,84.59,1038,47,396,391,154,32,18,4.53,38.15,37.67,14.84,3.08,1.73,253,16,123,68,46,0,0,6.32,48.62,26.88,18.18,0,0,1996,271,1725,13.58,86.42,119306
"06075026003","Census Tract 260.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"026003",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026003","Census Tract 260.03",,,,4873,4873,1078,85,58,2002,0,1169,481,22.12,1.74,1.19,41.08,0,23.99,9.87,99044,427,163,33,38.17,7.73,1159,100,1059,8.63,91.37,1393,153,396,599,130,62,53,10.98,28.43,43,9.33,4.45,3.8,427,67,97,245,7,11,0,15.69,22.72,57.38,1.64,2.58,0,2884,128,2756,4.44,95.56,124032
"06075026004","Census Tract 260.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"026004",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026004","Census Tract 260.04",,,,3924,3924,821,409,78,1620,82,405,509,20.92,10.42,1.99,41.28,2.09,10.32,12.97,133542,374,39,151,10.43,40.37,528,55,473,10.42,89.58,1121,160,423,371,74,93,0,14.27,37.73,33.1,6.6,8.3,0,374,129,110,70,0,65,0,34.49,29.41,18.72,0,17.38,0,2596,162,2434,6.24,93.76,116146
"06075026100","Census Tract 261, San Francisco County, California","ca","140","00",,,,"06","075",,,"026100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026100","Census Tract 261",,,,6601,6601,681,155,166,4526,25,589,459,10.32,2.35,2.51,68.57,0.38,8.92,6.95,123070,663,137,112,20.66,16.89,1183,69,1114,5.83,94.17,2007,361,603,705,275,0,63,17.99,30.04,35.13,13.7,0,3.14,663,243,247,173,0,0,0,36.65,37.25,26.09,0,0,0,4214,531,3683,12.6,87.4,131422
"06075026201","Census Tract 262.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"026201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026201","Census Tract 262.01",,,,3928,3928,207,8,0,2876,0,715,122,5.27,0.2,0,73.22,0,18.2,3.11,149067,372,11,80,2.96,21.51,765,41,724,5.36,94.64,999,139,312,349,163,36,0,13.91,31.23,34.93,16.32,3.6,0,372,114,132,115,11,0,0,30.65,35.48,30.91,2.96,0,0,2472,125,2347,5.06,94.94,149525
"06075026202","Census Tract 262.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"026202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026202","Census Tract 262.02",,,,3664,3664,670,43,65,2452,4,213,217,18.29,1.17,1.77,66.92,0.11,5.81,5.92,144127,363,101,77,27.82,21.21,450,34,416,7.56,92.44,1043,171,300,350,118,97,7,16.4,28.76,33.56,11.31,9.3,0.67,363,120,131,72,0,40,0,33.06,36.09,19.83,0,11.02,0,2380,136,2244,5.71,94.29,142984
"06075026301","Census Tract 263.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"026301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026301","Census Tract 263.01",,,,4955,4955,653,42,0,3162,56,743,299,13.18,0.85,0,63.81,1.13,14.99,6.03,102131,567,39,197,6.88,34.74,900,25,875,2.78,97.22,1365,304,482,344,205,9,21,22.27,35.31,25.2,15.02,0.66,1.54,567,209,171,114,52,0,21,36.86,30.16,20.11,9.17,0,3.7,3020,470,2550,15.56,84.44,101763
"06075026302","Census Tract 263.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"026302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026302","Census Tract 263.02",,,,4707,4707,622,158,62,2534,14,1032,285,13.21,3.36,1.32,53.83,0.3,21.92,6.05,99091,463,161,97,34.77,20.95,668,15,653,2.25,97.75,1552,164,691,330,241,95,31,10.57,44.52,21.26,15.53,6.12,2,463,106,299,26,32,0,0,22.89,64.58,5.62,6.91,0,0,3199,348,2851,10.88,89.12,132708
"06075026303","Census Tract 263.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"026303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026303","Census Tract 263.03",,,,4425,4425,731,28,23,2375,59,689,520,16.52,0.63,0.52,53.67,1.33,15.57,11.75,94167,259,92,49,35.52,18.92,746,0,746,0,100,1342,65,278,617,211,104,67,4.84,20.72,45.98,15.72,7.75,4.99,259,27,80,53,32,0,67,10.42,30.89,20.46,12.36,0,25.87,2946,233,2713,7.91,92.09,129183
"06075026401","Census Tract 264.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"026401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026401","Census Tract 264.01",,,,3470,3470,302,219,24,2345,71,279,230,8.7,6.31,0.69,67.58,2.05,8.04,6.63,80563,296,75,130,25.34,43.92,763,152,611,19.92,80.08,1035,271,244,274,133,100,13,26.18,23.57,26.47,12.85,9.66,1.26,296,73,64,123,36,0,0,24.66,21.62,41.55,12.16,0,0,1979,265,1714,13.39,86.61,76538
"06075026402","Census Tract 264.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"026402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026402","Census Tract 264.02",,,,4654,4654,1014,287,10,2416,43,427,457,21.79,6.17,0.21,51.91,0.92,9.17,9.82,117230,343,97,18,28.28,5.25,627,59,568,9.41,90.59,1262,144,402,385,250,10,71,11.41,31.85,30.51,19.81,0.79,5.63,343,53,117,80,93,0,0,15.45,34.11,23.32,27.11,0,0,3010,121,2889,4.02,95.98,120733
"06075026403","Census Tract 264.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"026403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026403","Census Tract 264.03",,,,3453,3453,319,12,0,2638,0,196,288,9.24,0.35,0,76.4,0,5.68,8.34,73750,335,15,187,4.48,55.82,335,50,285,14.93,85.07,1109,164,400,212,310,22,1,14.79,36.07,19.12,27.95,1.98,0.09,335,74,164,45,52,0,0,22.09,48.96,13.43,15.52,0,0,2283,313,1970,13.71,86.29,77143
"06075026404","Census Tract 264.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"026404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026404","Census Tract 264.04",,,,2404,2404,188,206,0,1320,0,478,212,7.82,8.57,0,54.91,0,19.88,8.82,83500,310,81,41,26.13,13.23,383,29,354,7.57,92.43,694,95,218,205,142,26,8,13.69,31.41,29.54,20.46,3.75,1.15,310,35,109,82,58,26,0,11.29,35.16,26.45,18.71,8.39,0,1596,113,1483,7.08,92.92,95375
"06075030101","Census Tract 301.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"030101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030101","Census Tract 301.01",,,,4588,4588,2185,117,39,1500,14,102,631,47.62,2.55,0.85,32.69,0.31,2.22,13.75,151384,1612,335,325,20.78,20.16,379,47,332,12.4,87.6,2098,597,1118,352,31,0,0,28.46,53.29,16.78,1.48,0,0,1612,527,910,163,12,0,0,32.69,56.45,10.11,0.74,0,0,3494,370,3124,10.59,89.41,177543
"06075030102","Census Tract 301.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"030102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030102","Census Tract 301.02",,,,4808,4808,2625,232,0,1229,0,166,556,54.6,4.83,0,25.56,0,3.45,11.56,206515,1142,201,210,17.6,18.39,520,45,475,8.65,91.35,2120,260,1423,311,107,19,0,12.26,67.12,14.67,5.05,0.9,0,1142,173,919,40,0,10,0,15.15,80.47,3.5,0,0.88,0,2843,371,2472,13.05,86.95,250001
"06075030201","Census Tract 302.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"030201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030201","Census Tract 302.01",,,,4120,4120,2007,52,0,1229,0,485,347,48.71,1.26,0,29.83,0,11.77,8.42,115292,1442,273,409,18.93,28.36,695,160,535,23.02,76.98,1971,611,948,305,53,53,1,31,48.1,15.47,2.69,2.69,0.05,1442,555,671,123,43,49,1,38.49,46.53,8.53,2.98,3.4,0.07,2527,215,2312,8.51,91.49,131464
"06075030202","Census Tract 302.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"030202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030202","Census Tract 302.02",,,,4017,4017,2080,78,0,1266,0,171,422,51.78,1.94,0,31.52,0,4.26,10.51,149306,1573,140,226,8.9,14.37,504,26,478,5.16,94.84,2045,627,1119,257,34,8,0,30.66,54.72,12.57,1.66,0.39,0,1573,475,948,133,17,0,0,30.2,60.27,8.46,1.08,0,0,2859,88,2771,3.08,96.92,141957
"06075030301","Census Tract 303.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"030301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030301","Census Tract 303.01",,,,6509,6509,2796,97,0,2546,0,151,919,42.96,1.49,0,39.12,0,2.32,14.12,191338,1098,187,124,17.03,11.29,951,5,946,0.53,99.47,2542,217,1335,668,182,79,61,8.54,52.52,26.28,7.16,3.11,2.4,1098,202,666,109,104,0,17,18.4,60.66,9.93,9.47,0,1.55,4393,110,4283,2.5,97.5,193400
"06075030302","Census Tract 303.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"030302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030302","Census Tract 303.02",,,,3492,3492,1426,88,7,1469,13,184,305,40.84,2.52,0.2,42.07,0.37,5.27,8.73,170000,436,42,82,9.63,18.81,499,0,499,0,100,1318,17,599,464,152,65,21,1.29,45.45,35.2,11.53,4.93,1.59,436,9,287,60,25,44,11,2.06,65.83,13.76,5.73,10.09,2.52,2117,143,1974,6.75,93.25,226528
"06075030400","Census Tract 304, San Francisco County, California","ca","140","00",,,,"06","075",,,"030400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030400","Census Tract 304",,,,5120,5120,1930,103,0,2583,0,192,312,37.7,2.01,0,50.45,0,3.75,6.09,140524,342,110,18,32.16,5.26,700,0,700,0,100,2193,150,786,1067,167,11,12,6.84,35.84,48.65,7.62,0.5,0.55,342,7,204,95,36,0,0,2.05,59.65,27.78,10.53,0,0,2716,80,2636,2.95,97.05,170000
"06075030500","Census Tract 305, San Francisco County, California","ca","140","00",,,,"06","075",,,"030500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030500","Census Tract 305",,,,3778,3778,1682,300,3,1034,0,251,508,44.52,7.94,0.08,27.37,0,6.64,13.45,182375,293,74,0,25.26,0,519,49,470,9.44,90.56,1008,134,291,308,185,38,52,13.29,28.87,30.56,18.35,3.77,5.16,293,53,50,20,94,24,52,18.09,17.06,6.83,32.08,8.19,17.75,1799,173,1626,9.62,90.38,234010
"06075030600","Census Tract 306, San Francisco County, California","ca","140","00",,,,"06","075",,,"030600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030600","Census Tract 306",,,,2356,2356,1263,23,0,649,0,17,404,53.61,0.98,0,27.55,0,0.72,17.15,238750,137,59,0,43.07,0,397,0,397,0,100,903,33,308,429,117,11,5,3.65,34.11,47.51,12.96,1.22,0.55,137,27,39,71,0,0,0,19.71,28.47,51.82,0,0,0,1426,40,1386,2.81,97.19,250001
"06075030700","Census Tract 307, San Francisco County, California","ca","140","00",,,,"06","075",,,"030700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030700","Census Tract 307",,,,6600,6600,3477,75,18,2423,0,122,485,52.68,1.14,0.27,36.71,0,1.85,7.35,156827,419,79,51,18.85,12.17,1319,0,1319,0,100,2685,120,882,1338,251,94,0,4.47,32.85,49.83,9.35,3.5,0,419,0,98,262,59,0,0,0,23.39,62.53,14.08,0,0,3646,163,3483,4.47,95.53,224273
"06075030800","Census Tract 308, San Francisco County, California","ca","140","00",,,,"06","075",,,"030800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030800","Census Tract 308",,,,5769,5769,3362,90,0,1519,0,11,787,58.28,1.56,0,26.33,0,0.19,13.64,190625,553,77,14,13.92,2.53,988,65,923,6.58,93.42,1998,270,518,766,336,46,62,13.51,25.93,38.34,16.82,2.3,3.1,553,143,170,215,25,0,0,25.86,30.74,38.88,4.52,0,0,3472,77,3395,2.22,97.78,227784
"06075030900","Census Tract 309, San Francisco County, California","ca","140","00",,,,"06","075",,,"030900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030900","Census Tract 309",,,,6425,6425,2666,40,109,2439,4,39,1128,41.49,0.62,1.7,37.96,0.06,0.61,17.56,204375,90,0,50,0,55.56,1359,13,1346,0.96,99.04,2310,99,621,992,310,249,39,4.29,26.88,42.94,13.42,10.78,1.69,90,0,20,0,58,12,0,0,22.22,0,64.44,13.33,0,3348,191,3157,5.7,94.3,238479
"06075031000","Census Tract 310, San Francisco County, California","ca","140","00",,,,"06","075",,,"031000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031000","Census Tract 310",,,,4336,4336,1859,209,0,1482,0,510,276,42.87,4.82,0,34.18,0,11.76,6.37,196389,372,17,143,4.57,38.44,760,47,713,6.18,93.82,1540,132,552,527,152,166,11,8.57,35.84,34.22,9.87,10.78,0.71,372,98,170,56,48,0,0,26.34,45.7,15.05,12.9,0,0,2652,324,2328,12.22,87.78,205521
"06075031100","Census Tract 311, San Francisco County, California","ca","140","00",,,,"06","075",,,"031100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031100","Census Tract 311",,,,6276,6276,2655,255,0,2331,0,473,562,42.3,4.06,0,37.14,0,7.54,8.95,197432,859,91,196,10.59,22.82,845,0,845,0,100,2387,204,1003,768,275,137,0,8.55,42.02,32.17,11.52,5.74,0,859,74,452,168,109,56,0,8.61,52.62,19.56,12.69,6.52,0,4196,187,4009,4.46,95.54,196136
"06075031201","Census Tract 312.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"031201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031201","Census Tract 312.01",,,,5906,5906,1040,240,44,3876,0,351,355,17.61,4.06,0.75,65.63,0,5.94,6.01,107648,862,218,151,25.29,17.52,715,59,656,8.25,91.75,1789,503,534,471,142,86,53,28.12,29.85,26.33,7.94,4.81,2.96,862,310,292,203,38,14,5,35.96,33.87,23.55,4.41,1.62,0.58,4090,329,3761,8.04,91.96,122500
"06075031202","Census Tract 312.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"031202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031202","Census Tract 312.02",,,,2919,2919,261,86,0,2079,0,312,181,8.94,2.95,0,71.22,0,10.69,6.2,156250,256,15,91,5.86,35.55,593,38,555,6.41,93.59,818,107,235,303,95,72,6,13.08,28.73,37.04,11.61,8.8,0.73,256,45,90,90,5,20,6,17.58,35.16,35.16,1.95,7.81,2.34,1790,156,1634,8.72,91.28,123512
"06075031301","Census Tract 313.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"031301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031301","Census Tract 313.01",,,,3847,3847,696,365,0,2288,0,115,383,18.09,9.49,0,59.47,0,2.99,9.96,132222,411,83,47,20.19,11.44,549,56,493,10.2,89.8,1560,117,824,293,247,20,59,7.5,52.82,18.78,15.83,1.28,3.78,411,44,173,52,99,11,32,10.71,42.09,12.65,24.09,2.68,7.79,2431,143,2288,5.88,94.12,143464
"06075031302","Census Tract 313.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"031302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031302","Census Tract 313.02",,,,4727,4727,478,304,0,2723,31,817,374,10.11,6.43,0,57.61,0.66,17.28,7.91,127050,644,107,69,16.61,10.71,643,52,591,8.09,91.91,1733,118,856,614,145,0,0,6.81,49.39,35.43,8.37,0,0,644,51,361,232,0,0,0,7.92,56.06,36.02,0,0,0,3076,236,2840,7.67,92.33,125500
"06075031401","Census Tract 314.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"031401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031401","Census Tract 314.01",,,,2700,2700,261,111,10,1640,0,336,342,9.67,4.11,0.37,60.74,0,12.44,12.67,102644,267,78,89,29.21,33.33,488,90,398,18.44,81.56,658,91,242,180,78,12,55,13.83,36.78,27.36,11.85,1.82,8.36,267,4,140,77,1,0,45,1.5,52.43,28.84,0.37,0,16.85,1747,155,1592,8.87,91.13,93125
"06075031402","Census Tract 314.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"031402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031402","Census Tract 314.02",,,,4671,4671,580,589,0,2008,25,949,520,12.42,12.61,0,42.99,0.54,20.32,11.13,165130,151,60,9,39.74,5.96,901,7,894,0.78,99.22,1204,180,301,411,277,21,14,14.95,25,34.14,23.01,1.74,1.16,151,53,40,45,0,13,0,35.1,26.49,29.8,0,8.61,0,2902,322,2580,11.1,88.9,166525
"06075032601","Census Tract 326.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"032601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032601","Census Tract 326.01",,,,4511,4511,1664,45,17,2009,1,65,710,36.89,1,0.38,44.54,0.02,1.44,15.74,151500,1015,231,152,22.76,14.98,617,0,617,0,100,1782,336,797,473,101,35,40,18.86,44.73,26.54,5.67,1.96,2.24,1015,284,549,131,51,0,0,27.98,54.09,12.91,5.02,0,0,3219,457,2762,14.2,85.8,180065
"06075032602","Census Tract 326.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"032602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032602","Census Tract 326.02",,,,4105,4105,1292,168,0,2097,7,69,472,31.47,4.09,0,51.08,0.17,1.68,11.5,157550,747,55,184,7.36,24.63,550,8,542,1.45,98.55,1435,187,540,487,85,91,45,13.03,37.63,33.94,5.92,6.34,3.14,747,177,279,236,26,29,0,23.69,37.35,31.59,3.48,3.88,0,2695,157,2538,5.83,94.17,184167
