Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A14006_001,SE_B18002_001,SE_B18002_002,SE_B18002_003,PCT_SE_B18002_002,PCT_SE_B18002_003,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003,SE_A10030_001,SE_A10030_002,SE_A10030_003,SE_A10030_004,SE_A10030_005,SE_A10030_006,SE_A10030_007,PCT_SE_A10030_002,PCT_SE_A10030_003,PCT_SE_A10030_004,PCT_SE_A10030_005,PCT_SE_A10030_006,PCT_SE_A10030_007,SE_A10054B_001,SE_A10054B_002,SE_A10054B_003,SE_A10054B_004,SE_A10054B_005,SE_A10054B_006,SE_A10054B_007,PCT_SE_A10054B_002,PCT_SE_A10054B_003,PCT_SE_A10054B_004,PCT_SE_A10054B_005,PCT_SE_A10054B_006,PCT_SE_A10054B_007,SE_A13003B_001,SE_A13003B_002,SE_A13003B_003,PCT_SE_A13003B_002,PCT_SE_A13003B_003,SE_A14010_001
"06075012502","Census Tract 125.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012502","Census Tract 125.02",,,,4689,4689,933,526,386,1349,0,1051,444,19.9,11.22,8.23,28.77,0,22.41,9.47,19128,2270,850,285,37.44,12.56,413,0,413,0,100,2270,1898,237,89,46,0,0,83.61,10.44,3.92,2.03,0,0,2270,1898,237,89,46,0,0,83.61,10.44,3.92,2.03,0,0,2520,866,1654,34.37,65.63,53824
"06075012503","Census Tract 125.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"012503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012503","Census Tract 125.03",,,,4497,4497,1132,450,121,1585,0,880,329,25.17,10.01,2.69,35.25,0,19.57,7.32,47301,2194,299,660,13.63,30.08,527,32,495,6.07,93.93,2205,1658,456,0,91,0,0,75.19,20.68,0,4.13,0,0,2194,1658,445,0,91,0,0,75.57,20.28,0,4.15,0,0,3111,715,2396,22.98,77.02,80645
"06075012504","Census Tract 125.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"012504",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012504","Census Tract 125.04",,,,651,651,49,69,30,295,0,6,202,7.53,10.6,4.61,45.31,0,0.92,31.03,22639,278,157,61,56.47,21.94,23,0,23,0,100,333,252,4,51,26,0,0,75.68,1.2,15.32,7.81,0,0,278,238,4,36,0,0,0,85.61,1.44,12.95,0,0,0,347,99,248,28.53,71.47,
"06075012601","Census Tract 126.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012601","Census Tract 126.01",,,,2045,2045,1425,0,0,290,0,8,322,69.68,0,0,14.18,0,0.39,15.75,176750,1028,179,151,17.41,14.69,270,0,270,0,100,1291,417,662,193,19,0,0,32.3,51.28,14.95,1.47,0,0,1028,413,538,77,0,0,0,40.18,52.33,7.49,0,0,0,1558,29,1529,1.86,98.14,248224
"06075012602","Census Tract 126.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012602","Census Tract 126.02",,,,2956,2956,2348,0,0,258,0,49,301,79.43,0,0,8.73,0,1.66,10.18,237917,975,252,107,25.85,10.97,325,23,302,7.08,92.92,1425,342,736,215,121,0,11,24,51.65,15.09,8.49,0,0.77,975,257,529,130,48,0,11,26.36,54.26,13.33,4.92,0,1.13,2382,128,2254,5.37,94.63,250001
"06075012700","Census Tract 127, San Francisco County, California","ca","140","00",,,,"06","075",,,"012700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012700","Census Tract 127",,,,3973,3973,3234,47,0,228,0,62,402,81.4,1.18,0,5.74,0,1.56,10.12,250001,1461,179,83,12.25,5.68,585,11,574,1.88,98.12,2074,270,1308,462,10,0,24,13.02,63.07,22.28,0.48,0,1.16,1461,230,1060,147,0,0,24,15.74,72.55,10.06,0,0,1.64,3075,214,2861,6.96,93.04,250001
"06075012801","Census Tract 128.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012801","Census Tract 128.01",,,,2547,2547,1881,20,0,235,18,43,350,73.85,0.79,0,9.23,0.71,1.69,13.74,236553,761,142,44,18.66,5.78,484,0,484,0,100,1210,333,582,198,45,52,0,27.52,48.1,16.36,3.72,4.3,0,761,306,394,34,27,0,0,40.21,51.77,4.47,3.55,0,0,1630,95,1535,5.83,94.17,250001
"06075012802","Census Tract 128.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012802","Census Tract 128.02",,,,2035,2035,1443,5,0,184,0,63,340,70.91,0.25,0,9.04,0,3.1,16.71,250001,702,56,51,7.98,7.26,329,0,329,0,100,935,191,537,159,10,38,0,20.43,57.43,17.01,1.07,4.06,0,702,164,476,24,0,38,0,23.36,67.81,3.42,0,5.41,0,1525,75,1450,4.92,95.08,250001
"06075012901","Census Tract 129.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"012901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012901","Census Tract 129.01",,,,2887,2887,2016,1,1,498,0,32,339,69.83,0.03,0.03,17.25,0,1.11,11.74,231841,1130,178,61,15.75,5.4,406,0,406,0,100,1454,326,962,152,6,0,8,22.42,66.16,10.45,0.41,0,0.55,1130,306,735,81,0,0,8,27.08,65.04,7.17,0,0,0.71,2342,75,2267,3.2,96.8,250001
"06075012902","Census Tract 129.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"012902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075012902","Census Tract 129.02",,,,2735,2735,1969,32,0,402,82,120,130,71.99,1.17,0,14.7,3,4.39,4.75,210921,1313,156,76,11.88,5.79,128,0,128,0,100,1700,488,898,180,134,0,0,28.71,52.82,10.59,7.88,0,0,1313,477,633,83,120,0,0,36.33,48.21,6.32,9.14,0,0,2088,15,2073,0.72,99.28,250001
"06075013001","Census Tract 130.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"013001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013001","Census Tract 130.01",,,,1770,1770,1457,13,3,181,0,52,64,82.32,0.73,0.17,10.23,0,2.94,3.62,127031,634,142,104,22.4,16.4,361,0,361,0,100,863,202,426,235,0,0,0,23.41,49.36,27.23,0,0,0,634,202,348,84,0,0,0,31.86,54.89,13.25,0,0,0,1300,118,1182,9.08,90.92,119160
"06075013002","Census Tract 130.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"013002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013002","Census Tract 130.02",,,,2785,2785,1963,0,54,374,0,0,394,70.48,0,1.94,13.43,0,0,14.15,238008,976,194,44,19.88,4.51,591,0,591,0,100,1253,380,629,201,43,0,0,30.33,50.2,16.04,3.43,0,0,976,380,470,94,32,0,0,38.93,48.16,9.63,3.28,0,0,2047,117,1930,5.72,94.28,250001
"06075013101","Census Tract 131.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"013101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013101","Census Tract 131.01",,,,3935,3935,2584,64,0,992,0,26,269,65.67,1.63,0,25.21,0,0.66,6.84,206518,1683,384,201,22.82,11.94,345,0,345,0,100,2343,589,1471,240,29,0,14,25.14,62.78,10.24,1.24,0,0.6,1683,435,1060,145,29,0,14,25.85,62.98,8.62,1.72,0,0.83,2966,140,2826,4.72,95.28,208417
"06075013102","Census Tract 131.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"013102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013102","Census Tract 131.02",,,,2725,2725,1961,73,0,351,0,84,256,71.96,2.68,0,12.88,0,3.08,9.39,250001,1084,74,234,6.83,21.59,316,10,306,3.16,96.84,1565,402,910,186,49,18,0,25.69,58.15,11.88,3.13,1.15,0,1084,372,632,71,9,0,0,34.32,58.3,6.55,0.83,0,0,1922,14,1908,0.73,99.27,250001
"06075013200","Census Tract 132, San Francisco County, California","ca","140","00",,,,"06","075",,,"013200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013200","Census Tract 132",,,,3721,3721,2480,1,0,794,0,27,419,66.65,0.03,0,21.34,0,0.73,11.26,205265,1409,160,274,11.36,19.45,413,0,413,0,100,2209,361,1348,453,34,13,0,16.34,61.02,20.51,1.54,0.59,0,1409,351,963,95,0,0,0,24.91,68.35,6.74,0,0,0,2491,189,2302,7.59,92.41,250001
"06075013300","Census Tract 133, San Francisco County, California","ca","140","00",,,,"06","075",,,"013300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013300","Census Tract 133",,,,4160,4160,2916,39,0,812,0,38,355,70.1,0.94,0,19.52,0,0.91,8.53,177898,1181,231,174,19.56,14.73,740,6,734,0.81,99.19,1999,679,647,540,112,6,15,33.97,32.37,27.01,5.6,0.3,0.75,1181,632,352,170,12,0,15,53.51,29.81,14.39,1.02,0,1.27,2333,128,2205,5.49,94.51,250001
"06075013401","Census Tract 134.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"013401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013401","Census Tract 134.01",,,,1456,1456,1006,4,4,131,0,31,280,69.09,0.27,0.27,9,0,2.13,19.23,208608,594,73,76,12.29,12.79,195,0,195,0,100,797,215,392,173,17,0,0,26.98,49.18,21.71,2.13,0,0,594,163,333,98,0,0,0,27.44,56.06,16.5,0,0,0,1046,41,1005,3.92,96.08,250001
"06075013402","Census Tract 134.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"013402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013402","Census Tract 134.02",,,,2302,2302,1609,115,3,398,0,45,132,69.9,5,0.13,17.29,0,1.95,5.73,170190,920,82,87,8.91,9.46,279,0,279,0,100,1205,233,757,159,0,56,0,19.34,62.82,13.2,0,4.65,0,920,190,624,106,0,0,0,20.65,67.83,11.52,0,0,0,1597,0,1597,0,100,250001
"06075013500","Census Tract 135, San Francisco County, California","ca","140","00",,,,"06","075",,,"013500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075013500","Census Tract 135",,,,2544,2544,2011,10,0,263,0,15,245,79.05,0.39,0,10.34,0,0.59,9.63,182241,1168,209,141,17.89,12.07,230,0,230,0,100,1614,530,912,165,7,0,0,32.84,56.51,10.22,0.43,0,0,1168,521,582,65,0,0,0,44.61,49.83,5.57,0,0,0,1894,57,1837,3.01,96.99,250001
"06075015100","Census Tract 151, San Francisco County, California","ca","140","00",,,,"06","075",,,"015100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015100","Census Tract 151",,,,2840,2840,1406,118,6,1070,0,25,215,49.51,4.15,0.21,37.68,0,0.88,7.57,170568,1098,226,208,20.58,18.94,114,44,70,38.6,61.4,1713,695,940,61,13,4,0,40.57,54.87,3.56,0.76,0.23,0,1098,603,471,24,0,0,0,54.92,42.9,2.19,0,0,0,2023,218,1805,10.78,89.22,226944
"06075015201","Census Tract 152.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015201","Census Tract 152.01",,,,1532,1532,920,84,0,419,0,0,109,60.05,5.48,0,27.35,0,0,7.11,113450,866,150,111,17.32,12.82,124,0,124,0,100,973,484,405,54,30,0,0,49.74,41.62,5.55,3.08,0,0,866,484,362,20,0,0,0,55.89,41.8,2.31,0,0,0,1137,70,1067,6.16,93.84,165169
"06075015202","Census Tract 152.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015202","Census Tract 152.02",,,,2334,2334,1187,441,0,506,0,23,177,50.86,18.89,0,21.68,0,0.99,7.58,177533,521,72,92,13.82,17.66,193,0,193,0,100,1065,307,671,64,23,0,0,28.83,63,6.01,2.16,0,0,521,193,271,34,23,0,0,37.04,52.02,6.53,4.41,0,0,1630,95,1535,5.83,94.17,250001
"06075015300","Census Tract 153, San Francisco County, California","ca","140","00",,,,"06","075",,,"015300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015300","Census Tract 153",,,,2427,2427,1605,163,20,298,0,39,302,66.13,6.72,0.82,12.28,0,1.61,12.44,215417,650,60,64,9.23,9.85,243,0,243,0,100,1077,356,487,227,7,0,0,33.05,45.22,21.08,0.65,0,0,650,290,213,140,7,0,0,44.62,32.77,21.54,1.08,0,0,1731,141,1590,8.15,91.85,250001
"06075015401","Census Tract 154.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015401","Census Tract 154.01",,,,3035,3035,1634,24,0,1008,0,117,252,53.84,0.79,0,33.21,0,3.86,8.3,173409,1074,81,232,7.54,21.6,305,9,296,2.95,97.05,1632,340,953,246,93,0,0,20.83,58.39,15.07,5.7,0,0,1074,312,729,25,8,0,0,29.05,67.88,2.33,0.74,0,0,2271,104,2167,4.58,95.42,239614
"06075015402","Census Tract 154.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015402","Census Tract 154.02",,,,2747,2747,1818,0,0,472,0,125,332,66.18,0,0,17.18,0,4.55,12.09,207292,1006,101,102,10.04,10.14,457,0,457,0,100,1331,147,766,327,78,0,13,11.04,57.55,24.57,5.86,0,0.98,1006,135,596,216,59,0,0,13.42,59.24,21.47,5.86,0,0,2068,0,2068,0,100,250001
"06075015500","Census Tract 155, San Francisco County, California","ca","140","00",,,,"06","075",,,"015500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015500","Census Tract 155",,,,3936,3936,1788,156,7,1296,0,307,382,45.43,3.96,0.18,32.93,0,7.8,9.71,95909,2080,227,471,10.91,22.64,168,23,145,13.69,86.31,2250,1278,722,233,17,0,0,56.8,32.09,10.36,0.76,0,0,2080,1248,643,172,17,0,0,60,30.91,8.27,0.82,0,0,2138,314,1824,14.69,85.31,189077
"06075015600","Census Tract 156, San Francisco County, California","ca","140","00",,,,"06","075",,,"015600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015600","Census Tract 156",,,,2927,2927,1195,142,36,1135,0,68,351,40.83,4.85,1.23,38.78,0,2.32,11.99,89792,985,209,263,21.22,26.7,229,24,205,10.48,89.52,1376,412,739,166,28,31,0,29.94,53.71,12.06,2.03,2.25,0,985,363,532,48,11,31,0,36.85,54.01,4.87,1.12,3.15,0,1961,338,1623,17.24,82.76,130147
"06075015701","Census Tract 157.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015701","Census Tract 157.01",,,,4958,4958,2315,119,8,1699,0,264,553,46.69,2.4,0.16,34.27,0,5.32,11.15,156581,830,78,188,9.4,22.65,277,23,254,8.3,91.7,1217,229,567,373,48,0,0,18.82,46.59,30.65,3.94,0,0,830,192,428,210,0,0,0,23.13,51.57,25.3,0,0,0,2437,409,2028,16.78,83.22,187542
"06075015702","Census Tract 157.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015702","Census Tract 157.02",,,,3109,3109,1778,29,0,405,0,597,300,57.19,0.93,0,13.03,0,19.2,9.65,211641,742,116,91,15.63,12.26,396,16,380,4.04,95.96,1397,204,842,266,75,10,0,14.6,60.27,19.04,5.37,0.72,0,742,121,475,100,36,10,0,16.31,64.02,13.48,4.85,1.35,0,2309,100,2209,4.33,95.67,250001
"06075015801","Census Tract 158.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015801","Census Tract 158.01",,,,3220,3220,1370,782,0,709,0,98,261,42.55,24.29,0,22.02,0,3.04,8.11,149643,1093,164,179,15,16.38,523,41,482,7.84,92.16,1416,375,821,199,0,10,11,26.48,57.98,14.05,0,0.71,0.78,1093,365,593,135,0,0,0,33.39,54.25,12.35,0,0,0,2051,252,1799,12.29,87.71,175066
"06075015802","Census Tract 158.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015802","Census Tract 158.02",,,,3163,3163,1633,248,0,545,0,221,516,51.63,7.84,0,17.23,0,6.99,16.31,142700,1234,153,187,12.4,15.15,150,0,150,0,100,1572,514,768,227,54,0,9,32.7,48.85,14.44,3.44,0,0.57,1234,489,556,144,36,0,9,39.63,45.06,11.67,2.92,0,0.73,2772,526,2246,18.98,81.02,215179
"06075015900","Census Tract 159, San Francisco County, California","ca","140","00",,,,"06","075",,,"015900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015900","Census Tract 159",,,,4876,4876,1749,557,125,1423,0,619,403,35.87,11.42,2.56,29.18,0,12.69,8.26,83162,1650,154,373,9.33,22.61,876,122,754,13.93,86.07,2159,1096,791,224,29,19,0,50.76,36.64,10.38,1.34,0.88,0,1650,1049,418,183,0,0,0,63.58,25.33,11.09,0,0,0,2797,338,2459,12.08,87.92,157597
"06075016000","Census Tract 160, San Francisco County, California","ca","140","00",,,,"06","075",,,"016000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016000","Census Tract 160",,,,2725,2725,980,119,6,915,0,277,428,35.96,4.37,0.22,33.58,0,10.17,15.71,141304,1290,166,282,12.87,21.86,95,0,95,0,100,1724,1023,632,56,13,0,0,59.34,36.66,3.25,0.75,0,0,1290,905,361,24,0,0,0,70.16,27.98,1.86,0,0,0,1761,154,1607,8.75,91.25,141793
"06075016101","Census Tract 161.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"016101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016101","Census Tract 161.01",,,,2444,2444,1029,272,0,741,0,0,402,42.1,11.13,0,30.32,0,0,16.45,,1422,223,246,15.68,17.3,158,41,117,25.95,74.05,1572,869,557,146,0,0,0,55.28,35.43,9.29,0,0,0,1422,860,471,91,0,0,0,60.48,33.12,6.4,0,0,0,1403,252,1151,17.96,82.04,
"06075016102","Census Tract 161.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"016102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016102","Census Tract 161.02",,,,2798,2798,359,1134,0,617,185,266,237,12.83,40.53,0,22.05,6.61,9.51,8.47,,1189,322,185,27.08,15.56,291,115,176,39.52,60.48,1212,641,418,107,46,0,0,52.89,34.49,8.83,3.8,0,0,1189,641,395,107,46,0,0,53.91,33.22,9,3.87,0,0,1651,477,1174,28.89,71.11,54688
"06075016200","Census Tract 162, San Francisco County, California","ca","140","00",,,,"06","075",,,"016200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016200","Census Tract 162",,,,3198,3198,1503,123,11,873,2,424,262,47,3.85,0.34,27.3,0.06,13.26,8.19,125913,1406,382,76,27.17,5.41,155,0,155,0,100,1872,1004,741,127,0,0,0,53.63,39.58,6.78,0,0,0,1406,888,511,7,0,0,0,63.16,36.34,0.5,0,0,0,2665,331,2334,12.42,87.58,250001
"06075016300","Census Tract 163, San Francisco County, California","ca","140","00",,,,"06","075",,,"016300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016300","Census Tract 163",,,,3794,3794,2280,579,0,380,19,305,231,60.09,15.26,0,10.02,0.5,8.04,6.09,101964,1662,234,440,14.08,26.47,258,0,258,0,100,1944,718,1053,113,42,18,0,36.93,54.17,5.81,2.16,0.93,0,1662,677,905,49,13,18,0,40.73,54.45,2.95,0.78,1.08,0,3118,372,2746,11.93,88.07,175313
"06075016400","Census Tract 164, San Francisco County, California","ca","140","00",,,,"06","075",,,"016400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016400","Census Tract 164",,,,3481,3481,2246,201,0,629,0,120,285,64.52,5.77,0,18.07,0,3.45,8.19,183281,1430,99,121,6.92,8.46,334,0,334,0,100,1679,650,829,121,16,32,31,38.71,49.37,7.21,0.95,1.91,1.85,1430,605,695,87,11,32,0,42.31,48.6,6.08,0.77,2.24,0,2812,256,2556,9.1,90.9,233750
"06075016500","Census Tract 165, San Francisco County, California","ca","140","00",,,,"06","075",,,"016500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016500","Census Tract 165",,,,5393,5393,3737,313,167,449,0,133,594,69.29,5.8,3.1,8.33,0,2.47,11.01,180152,1573,306,164,19.45,10.43,500,0,500,0,100,2303,683,1330,290,0,0,0,29.66,57.75,12.59,0,0,0,1573,533,880,160,0,0,0,33.88,55.94,10.17,0,0,0,4241,671,3570,15.82,84.18,220030
"06075016601","Census Tract 166.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"016601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016601","Census Tract 166.01",,,,3027,3027,2165,103,0,345,0,105,309,71.52,3.4,0,11.4,0,3.47,10.21,146691,1200,258,142,21.5,11.83,275,0,275,0,100,1511,601,778,110,0,22,0,39.77,51.49,7.28,0,1.46,0,1200,530,618,30,0,22,0,44.17,51.5,2.5,0,1.83,0,2340,383,1957,16.37,83.63,210417
"06075016602","Census Tract 166.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"016602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016602","Census Tract 166.02",,,,1986,1986,1426,175,17,160,0,12,196,71.8,8.81,0.86,8.06,0,0.6,9.87,218394,790,115,128,14.56,16.2,161,0,161,0,100,988,197,700,52,39,0,0,19.94,70.85,5.26,3.95,0,0,790,197,502,52,39,0,0,24.94,63.54,6.58,4.94,0,0,1710,68,1642,3.98,96.02,250001
"06075016700","Census Tract 167, San Francisco County, California","ca","140","00",,,,"06","075",,,"016700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016700","Census Tract 167",,,,5092,5092,3299,130,0,877,0,150,636,64.79,2.55,0,17.22,0,2.95,12.49,246989,1588,101,95,6.36,5.98,395,0,395,0,100,2315,879,938,483,15,0,0,37.97,40.52,20.86,0.65,0,0,1588,822,628,123,15,0,0,51.76,39.55,7.75,0.94,0,0,4284,148,4136,3.45,96.55,250001
"06075016801","Census Tract 168.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"016801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016801","Census Tract 168.01",,,,4013,4013,2088,236,5,811,55,321,497,52.03,5.88,0.12,20.21,1.37,8,12.38,148173,1608,489,186,30.41,11.57,385,38,347,9.87,90.13,1997,1044,757,117,19,5,55,52.28,37.91,5.86,0.95,0.25,2.75,1608,899,587,63,4,0,55,55.91,36.5,3.92,0.25,0,3.42,3237,153,3084,4.73,95.27,250001
"06075016802","Census Tract 168.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"016802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016802","Census Tract 168.02",,,,3754,3754,1932,331,0,810,86,102,493,51.47,8.82,0,21.58,2.29,2.72,13.13,109107,1610,310,245,19.25,15.22,216,41,175,18.98,81.02,1924,947,831,77,69,0,0,49.22,43.19,4,3.59,0,0,1610,846,680,15,69,0,0,52.55,42.24,0.93,4.29,0,0,3254,409,2845,12.57,87.43,153135
"06075016900","Census Tract 169, San Francisco County, California","ca","140","00",,,,"06","075",,,"016900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016900","Census Tract 169",,,,2890,2890,1999,44,53,395,18,124,257,69.17,1.52,1.83,13.67,0.62,4.29,8.89,174545,1102,223,338,20.24,30.67,301,9,292,2.99,97.01,1620,731,710,128,32,10,9,45.12,43.83,7.9,1.98,0.62,0.56,1102,647,372,59,15,0,9,58.71,33.76,5.35,1.36,0,0.82,2320,270,2050,11.64,88.36,250001
"06075017000","Census Tract 170, San Francisco County, California","ca","140","00",,,,"06","075",,,"017000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017000","Census Tract 170",,,,4016,4016,2928,109,0,511,0,16,452,72.91,2.71,0,12.72,0,0.4,11.25,240556,1041,132,132,12.68,12.68,370,55,315,14.86,85.14,2146,412,1141,565,28,0,0,19.2,53.17,26.33,1.3,0,0,1041,342,611,88,0,0,0,32.85,58.69,8.45,0,0,0,2975,221,2754,7.43,92.57,250001
"06075017101","Census Tract 171.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"017101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017101","Census Tract 171.01",,,,4125,4125,2833,32,16,599,0,15,630,68.68,0.78,0.39,14.52,0,0.36,15.27,200357,1177,215,61,18.27,5.18,677,18,659,2.66,97.34,1776,449,755,470,86,9,7,25.28,42.51,26.46,4.84,0.51,0.39,1177,375,581,213,8,0,0,31.86,49.36,18.1,0.68,0,0,2743,121,2622,4.41,95.59,250001
"06075017102","Census Tract 171.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"017102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017102","Census Tract 171.02",,,,3550,3550,2715,53,15,326,0,144,297,76.48,1.49,0.42,9.18,0,4.06,8.37,176304,1034,156,145,15.09,14.02,546,22,524,4.03,95.97,1538,440,744,318,36,0,0,28.61,48.37,20.68,2.34,0,0,1034,354,485,161,34,0,0,34.24,46.91,15.57,3.29,0,0,2582,212,2370,8.21,91.79,250001
"06075017602","Census Tract 176.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"017602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017602","Census Tract 176.02",,,,3251,3251,773,680,56,1267,0,136,339,23.78,20.92,1.72,38.97,0,4.18,10.43,83468,1398,160,261,11.44,18.67,299,32,267,10.7,89.3,1534,1011,412,101,0,0,10,65.91,26.86,6.58,0,0,0.65,1398,964,363,71,0,0,0,68.96,25.97,5.08,0,0,0,2596,461,2135,17.76,82.24,136935
